Gene,Rep,Temp.hot,Mom.is.SD,N.off.SD,N.off.total
2306,1,0,0,49,180
2306,2,0,0,277,857
2306,1,0,1,102,300
2306,2,0,1,289,924
2307,1,0,0,89,178
2307,2,0,0,1611,3409
2307,1,0,1,397,856
2307,2,0,1,2783,5191
2308,1,0,0,193,376
2308,2,0,0,819,1720
2308,1,0,1,316,593
2308,2,0,1,962,1935
2309,1,0,0,79,139
2309,2,0,0,389,607
2309,1,0,1,148,262
2309,2,0,1,388,612
2310,1,0,0,73,175
2310,2,0,0,252,575
2310,1,0,1,124,262
2310,2,0,1,304,594
2311,1,0,0,57,127
2311,2,0,0,417,962
2311,1,0,1,139,283
2311,2,0,1,507,987
2312,1,0,0,1835,3020
2312,2,0,0,10593,18038
2312,1,0,1,2622,4194
2312,2,0,1,8782,14112
2313,1,0,0,19,40
2313,2,0,0,182,334
2313,1,0,1,32,74
2313,2,0,1,255,449
2314,1,0,0,303,685
2314,2,0,0,790,1907
2314,1,0,1,335,815
2314,2,0,1,598,1482
2315,1,0,0,300,641
2315,2,0,0,1304,2654
2315,1,0,1,364,819
2315,2,0,1,993,2224
2316,1,0,0,140,290
2316,2,0,0,3624,7824
2316,1,0,1,678,1387
2316,2,0,1,4786,10029
2317,1,0,0,659,1282
2317,2,0,0,4426,8883
2317,1,0,1,1046,2035
2317,2,0,1,4959,9576
2318,1,0,0,337,810
2318,2,0,0,1739,5319
2318,1,0,1,683,1572
2318,2,0,1,1251,3154
2319,1,0,0,513,1036
2319,2,0,0,1457,3055
2319,1,0,1,937,1861
2319,2,0,1,1488,2943
2320,1,0,0,318,668
2320,2,0,0,1315,2929
2320,1,0,1,565,1138
2320,2,0,1,1830,3613
2321,1,0,0,33,191
2321,2,0,0,307,1281
2321,1,0,1,75,341
2321,2,0,1,262,1103
2322,1,0,0,4,18
2322,2,0,0,10,70
2322,1,0,1,6,18
2322,2,0,1,15,95
2323,1,0,0,8,13
2323,2,0,0,17,39
2323,1,0,1,9,19
2323,2,0,1,19,42
2324,1,0,0,39,105
2324,2,0,0,64,175
2324,1,0,1,52,116
2324,2,0,1,50,116
2325,1,0,0,21,45
2325,2,0,0,198,379
2325,1,0,1,54,98
2325,2,0,1,266,530
2326,1,0,0,123,228
2326,2,0,0,515,1009
2326,1,0,1,182,342
2326,2,0,1,603,1128
2327,1,0,0,2,51
2327,2,0,0,37,292
2327,1,0,1,7,71
2327,2,0,1,30,509
2328,1,0,0,6,10
2328,2,0,0,39,62
2328,1,0,1,10,16
2328,2,0,1,40,75
2329,1,0,0,81,129
2329,2,0,0,446,980
2329,1,0,1,103,197
2329,2,0,1,492,966
2330,1,0,0,231,400
2330,2,0,0,757,1411
2330,1,0,1,294,610
2330,2,0,1,772,1407
2331,1,0,0,137,238
2331,2,0,0,653,1315
2331,1,0,1,218,408
2331,2,0,1,799,1484
2332,1,0,0,224,431
2332,2,0,0,1073,3301
2332,1,0,1,495,1166
2332,2,0,1,1906,4559
2333,1,0,0,15,33
2333,2,0,0,26,85
2333,1,0,1,34,53
2333,2,0,1,43,97
2334,1,0,0,27,47
2334,2,0,0,62,143
2334,1,0,1,40,72
2334,2,0,1,60,129
2335,1,0,0,117,233
2335,2,0,0,670,1668
2335,1,0,1,228,496
2335,2,0,1,875,2029
2336,1,0,0,30,45
2336,2,0,0,104,171
2336,1,0,1,40,67
2336,2,0,1,114,180
2337,1,0,0,112,213
2337,2,0,0,504,1117
2337,1,0,1,189,353
2337,2,0,1,603,1248
2338,1,0,0,45,83
2338,2,0,0,442,819
2338,1,0,1,108,190
2338,2,0,1,582,1063
2339,1,0,0,83,167
2339,2,0,0,625,1139
2339,1,0,1,178,323
2339,2,0,1,673,1178
2340,1,0,0,265,556
2340,2,0,0,1441,2976
2340,1,0,1,411,841
2340,2,0,1,1476,2918
2341,1,0,0,17,36
2341,2,0,0,97,182
2341,1,0,1,37,85
2341,2,0,1,98,169
2342,1,0,0,396,808
2342,2,0,0,2624,5664
2342,1,0,1,834,1603
2342,2,0,1,2154,4387
2343,1,0,0,139,321
2343,2,0,0,6319,15432
2343,1,0,1,219,536
2343,2,0,1,727,1985
2344,1,0,0,44,80
2344,2,0,0,133,283
2344,1,0,1,67,133
2344,2,0,1,114,220
2345,1,0,0,147,281
2345,2,0,0,524,1092
2345,1,0,1,244,430
2345,2,0,1,582,1132
2346,1,0,0,8,19
2346,2,0,0,67,156
2346,1,0,1,20,44
2346,2,0,1,106,219
2347,1,0,0,113,216
2347,2,0,0,450,961
2347,1,0,1,206,401
2347,2,0,1,437,814
2348,1,0,0,128,261
2348,2,0,0,723,1482
2348,1,0,1,152,323
2348,2,0,1,776,1487
2349,1,0,0,162,304
2349,2,0,0,252,539
2349,1,0,1,212,438
2349,2,0,1,223,414
2350,1,0,0,43,88
2350,2,0,0,297,593
2350,1,0,1,105,211
2350,2,0,1,375,724
2351,1,0,0,90,152
2351,2,0,0,310,564
2351,1,0,1,134,224
2351,2,0,1,318,495
2352,1,0,0,84,166
2352,2,0,0,364,769
2352,1,0,1,132,255
2352,2,0,1,422,854
2353,1,0,0,335,429
2353,2,0,0,1278,1746
2353,1,0,1,566,745
2353,2,0,1,1317,1791
2354,1,0,0,640,983
2354,2,0,0,1725,3284
2354,1,0,1,1096,1837
2354,2,0,1,1877,2962
2355,1,0,0,50,89
2355,2,0,0,247,481
2355,1,0,1,90,153
2355,2,0,1,303,557
2356,1,0,0,168,283
2356,2,0,0,703,1200
2356,1,0,1,254,425
2356,2,0,1,652,1089
2357,1,0,0,288,409
2357,2,0,0,454,850
2357,1,0,1,384,565
2357,2,0,1,557,962
2358,1,0,0,406,1065
2358,2,0,0,1218,3418
2358,1,0,1,739,1983
2358,2,0,1,1626,4340
2359,1,0,0,143,247
2359,2,0,0,1078,2121
2359,1,0,1,266,504
2359,2,0,1,1423,2709
2360,1,0,0,40,166
2360,2,0,0,125,449
2360,1,0,1,37,189
2360,2,0,1,126,422
2361,1,0,0,53,101
2361,2,0,0,203,454
2361,1,0,1,86,168
2361,2,0,1,267,512
2362,1,0,0,39,56
2362,2,0,0,204,322
2362,1,0,1,68,109
2362,2,0,1,200,305
2363,1,0,0,150,241
2363,2,0,0,710,1332
2363,1,0,1,318,535
2363,2,0,1,761,1312
2364,1,0,0,4,17
2364,2,0,0,133,222
2364,1,0,1,34,54
2364,2,0,1,160,235
2365,1,0,0,39,155
2365,2,0,0,113,585
2365,1,0,1,49,256
2365,2,0,1,113,437
2366,1,0,0,178,350
2366,2,0,0,639,1285
2366,1,0,1,299,577
2366,2,0,1,786,1486
2367,1,0,0,206,421
2367,2,0,0,777,1872
2367,1,0,1,377,727
2367,2,0,1,1052,2269
2368,1,0,0,1240,2181
2368,2,0,0,5520,10573
2368,1,0,1,1783,3249
2368,2,0,1,5242,9780
2369,1,0,0,134,265
2369,2,0,0,975,2058
2369,1,0,1,281,536
2369,2,0,1,1356,2677
2370,1,0,0,137,253
2370,2,0,0,720,1294
2370,1,0,1,257,433
2370,2,0,1,741,1354
2371,1,0,0,139,223
2371,2,0,0,740,1238
2371,1,0,1,264,421
2371,2,0,1,606,945
2372,1,0,0,47,107
2372,2,0,0,439,763
2372,1,0,1,72,171
2372,2,0,1,373,631
2373,1,0,0,110,248
2373,2,0,0,634,1516
2373,1,0,1,207,445
2373,2,0,1,804,1690
2374,1,0,0,23,47
2374,2,0,0,85,175
2374,1,0,1,42,82
2374,2,0,1,140,227
2375,1,0,0,123,247
2375,2,0,0,609,1225
2375,1,0,1,204,398
2375,2,0,1,645,1261
2376,1,0,0,137,392
2376,2,0,0,304,708
2376,1,0,1,168,349
2376,2,0,1,153,497
2377,1,0,0,129,229
2377,2,0,0,508,944
2377,1,0,1,223,387
2377,2,0,1,489,855
2378,1,0,0,1064,2023
2378,2,0,0,4288,8797
2378,1,0,1,1641,3150
2378,2,0,1,4318,8388
2379,1,0,0,13,22
2379,2,0,0,53,106
2379,1,0,1,23,32
2379,2,0,1,58,93
2380,1,0,0,32,110
2380,2,0,0,707,2543
2380,1,0,1,161,513
2380,2,0,1,838,3051
2381,1,0,0,126,244
2381,2,0,0,428,875
2381,1,0,1,167,311
2381,2,0,1,476,911
2382,1,0,0,123,212
2382,2,0,0,857,1650
2382,1,0,1,266,456
2382,2,0,1,991,1828
2383,1,0,0,2,11
2383,2,0,0,13,32
2383,1,0,1,4,10
2383,2,0,1,13,24
2384,1,0,0,19,40
2384,2,0,0,223,488
2384,1,0,1,66,117
2384,2,0,1,297,530
2385,1,0,0,11,23
2385,2,0,0,74,168
2385,1,0,1,30,66
2385,2,0,1,65,179
2386,1,0,0,600,1165
2386,2,0,0,1675,3679
2386,1,0,1,1049,1911
2386,2,0,1,1801,3717
2387,1,0,0,71,274
2387,2,0,0,748,2505
2387,1,0,1,144,461
2387,2,0,1,442,1675
2388,1,0,0,9,53
2388,2,0,0,40,125
2388,1,0,1,10,89
2388,2,0,1,27,100
2389,1,0,0,6,10
2389,2,0,0,15,34
2389,1,0,1,8,10
2389,2,0,1,26,34
2390,1,0,0,1,324
2390,2,0,0,27,1594
2390,1,0,1,6,495
2390,2,0,1,14,1590
2391,1,0,0,83,145
2391,2,0,0,231,413
2391,1,0,1,115,210
2391,2,0,1,194,338
2392,1,0,0,42,90
2392,2,0,0,236,458
2392,1,0,1,66,124
2392,2,0,1,258,539
2393,1,0,0,180,342
2393,2,0,0,875,1867
2393,1,0,1,342,673
2393,2,0,1,929,1840
2394,1,0,0,22,41
2394,2,0,0,193,376
2394,1,0,1,53,96
2394,2,0,1,268,478
2395,1,0,0,332,629
2395,2,0,0,1700,3355
2395,1,0,1,581,1190
2395,2,0,1,1611,3207
2396,1,0,0,28,42
2396,2,0,0,131,229
2396,1,0,1,66,104
2396,2,0,1,145,230
2397,1,0,0,129,225
2397,2,0,0,383,822
2397,1,0,1,190,350
2397,2,0,1,472,904
2398,1,0,0,87,153
2398,2,0,0,402,783
2398,1,0,1,115,216
2398,2,0,1,426,782
2399,1,0,0,47,102
2399,2,0,0,339,729
2399,1,0,1,114,270
2399,2,0,1,309,668
2400,1,0,0,43,94
2400,2,0,0,298,610
2400,1,0,1,90,187
2400,2,0,1,347,668
2401,1,0,0,255,533
2401,2,0,0,1189,2622
2401,1,0,1,381,788
2401,2,0,1,917,1884
2402,1,0,0,900,2279
2402,2,0,0,3970,10840
2402,1,0,1,1722,4413
2402,2,0,1,3630,8543
2403,1,0,0,23,42
2403,2,0,0,94,202
2403,1,0,1,32,64
2403,2,0,1,94,231
2404,1,0,0,17,44
2404,2,0,0,313,668
2404,1,0,1,73,137
2404,2,0,1,380,839
2405,1,0,0,32,60
2405,2,0,0,151,312
2405,1,0,1,57,113
2405,2,0,1,94,205
2406,1,0,0,89,154
2406,2,0,0,373,872
2406,1,0,1,122,283
2406,2,0,1,444,932
2407,1,0,0,171,320
2407,2,0,0,616,1258
2407,1,0,1,444,793
2407,2,0,1,627,1240
2408,1,0,0,74,104
2408,2,0,0,486,780
2408,1,0,1,109,173
2408,2,0,1,363,556
2409,1,0,0,1,8
2409,2,0,0,9,37
2409,1,0,1,5,9
2409,2,0,1,11,32
2410,1,0,0,17,31
2410,2,0,0,129,263
2410,1,0,1,40,78
2410,2,0,1,183,351
2411,1,0,0,8,12
2411,2,0,0,36,51
2411,1,0,1,15,19
2411,2,0,1,87,95
2412,1,0,0,146,280
2412,2,0,0,832,1677
2412,1,0,1,237,503
2412,2,0,1,830,1647
2413,1,0,0,38,88
2413,2,0,0,216,519
2413,1,0,1,83,205
2413,2,0,1,222,608
2414,1,0,0,8,25
2414,2,0,0,13,58
2414,1,0,1,11,53
2414,2,0,1,6,37
2415,1,0,0,70,133
2415,2,0,0,328,741
2415,1,0,1,133,255
2415,2,0,1,453,861
2416,1,0,0,206,369
2416,2,0,0,781,1399
2416,1,0,1,361,620
2416,2,0,1,806,1357
2417,1,0,0,79,184
2417,2,0,0,219,522
2417,1,0,1,121,256
2417,2,0,1,230,543
2418,1,0,0,23,55
2418,2,0,0,212,495
2418,1,0,1,53,128
2418,2,0,1,278,597
2419,1,0,0,152,272
2419,2,0,0,779,1501
2419,1,0,1,313,536
2419,2,0,1,1120,1961
2420,1,0,0,243,558
2420,2,0,0,591,1211
2420,1,0,1,345,705
2420,2,0,1,694,1370
2421,1,0,0,67,192
2421,2,0,0,159,502
2421,1,0,1,88,243
2421,2,0,1,207,585
2422,1,0,0,53,123
2422,2,0,0,311,725
2422,1,0,1,105,260
2422,2,0,1,319,724
2423,1,0,0,90,165
2423,2,0,0,388,892
2423,1,0,1,134,287
2423,2,0,1,543,1041
2424,1,0,0,51,88
2424,2,0,0,261,527
2424,1,0,1,70,131
2424,2,0,1,273,517
2425,1,0,0,14,29
2425,2,0,0,40,114
2425,1,0,1,12,30
2425,2,0,1,11,47
2426,1,0,0,201,378
2426,2,0,0,849,1638
2426,1,0,1,370,590
2426,2,0,1,1116,1966
2427,1,0,0,59,150
2427,2,0,0,176,560
2427,1,0,1,67,192
2427,2,0,1,264,661
2428,1,0,0,22,46
2428,2,0,0,97,217
2428,1,0,1,37,68
2428,2,0,1,116,220
2429,1,0,0,17,34
2429,2,0,0,77,148
2429,1,0,1,14,33
2429,2,0,1,93,140
2430,1,0,0,46,80
2430,2,0,0,181,330
2430,1,0,1,63,125
2430,2,0,1,173,292
2431,1,0,0,43,75
2431,2,0,0,247,449
2431,1,0,1,61,120
2431,2,0,1,280,483
2432,1,0,0,69,150
2432,2,0,0,297,681
2432,1,0,1,102,255
2432,2,0,1,304,682
2433,1,0,0,27,52
2433,2,0,0,109,269
2433,1,0,1,36,79
2433,2,0,1,125,259
2434,1,0,0,71,113
2434,2,0,0,249,498
2434,1,0,1,93,158
2434,2,0,1,204,381
2435,1,0,0,10,29
2435,2,0,0,180,346
2435,1,0,1,39,90
2435,2,0,1,222,423
2436,1,0,0,7,20
2436,2,0,0,58,116
2436,1,0,1,18,39
2436,2,0,1,59,119
2437,1,0,0,31,78
2437,2,0,0,232,510
2437,1,0,1,129,257
2437,2,0,1,256,511
2438,1,0,0,85,167
2438,2,0,0,308,714
2438,1,0,1,90,223
2438,2,0,1,271,633
2439,1,0,0,99,171
2439,2,0,0,363,709
2439,1,0,1,148,246
2439,2,0,1,447,788
2440,1,0,0,14,26
2440,2,0,0,48,115
2440,1,0,1,19,46
2440,2,0,1,53,102
2441,1,0,0,32,53
2441,2,0,0,121,225
2441,1,0,1,26,57
2441,2,0,1,86,170
2442,1,0,0,5,14
2442,2,0,0,67,122
2442,1,0,1,9,23
2442,2,0,1,63,116
2443,1,0,0,9,18
2443,2,0,0,34,91
2443,1,0,1,8,17
2443,2,0,1,55,98
2444,1,0,0,76,172
2444,2,0,0,426,931
2444,1,0,1,138,301
2444,2,0,1,484,1022
2445,1,0,0,22,32
2445,2,0,0,121,204
2445,1,0,1,45,67
2445,2,0,1,130,181
2446,1,0,0,3,9
2446,2,0,0,112,248
2446,1,0,1,29,53
2446,2,0,1,183,355
2447,1,0,0,45,95
2447,2,0,0,318,639
2447,1,0,1,110,220
2447,2,0,1,355,708
2448,1,0,0,92,171
2448,2,0,0,425,894
2448,1,0,1,157,300
2448,2,0,1,496,1022
2449,1,0,0,135,246
2449,2,0,0,851,1888
2449,1,0,1,299,583
2449,2,0,1,866,1740
2450,1,0,0,56,98
2450,2,0,0,353,723
2450,1,0,1,93,185
2450,2,0,1,445,801
2451,1,0,0,48,64
2451,2,0,0,210,310
2451,1,0,1,83,119
2451,2,0,1,216,338
2452,1,0,0,143,342
2452,2,0,0,655,1479
2452,1,0,1,267,576
2452,2,0,1,726,1450
2453,1,0,0,82,158
2453,2,0,0,299,558
2453,1,0,1,135,229
2453,2,0,1,331,588
2454,1,0,0,66,137
2454,2,0,0,384,786
2454,1,0,1,125,274
2454,2,0,1,461,887
2455,1,0,0,39,76
2455,2,0,0,226,430
2455,1,0,1,60,107
2455,2,0,1,264,491
2456,1,0,0,32,41
2456,2,0,0,117,178
2456,1,0,1,57,82
2456,2,0,1,102,141
2457,1,0,0,11,14
2457,2,0,0,35,74
2457,1,0,1,9,21
2457,2,0,1,17,55
2458,1,0,0,112,228
2458,2,0,0,589,1153
2458,1,0,1,191,372
2458,2,0,1,675,1274
2459,1,0,0,156,280
2459,2,0,0,591,1185
2459,1,0,1,245,484
2459,2,0,1,606,1138
2460,1,0,0,54,95
2460,2,0,0,260,556
2460,1,0,1,135,213
2460,2,0,1,289,583
2461,1,0,0,62,146
2461,2,0,0,227,535
2461,1,0,1,81,200
2461,2,0,1,173,435
2462,1,0,0,118,201
2462,2,0,0,514,1008
2462,1,0,1,235,372
2462,2,0,1,656,1153
2463,1,0,0,25,44
2463,2,0,0,110,216
2463,1,0,1,39,82
2463,2,0,1,115,207
2464,1,0,0,16,30
2464,2,0,0,42,96
2464,1,0,1,12,24
2464,2,0,1,42,75
2465,1,0,0,42,114
2465,2,0,0,239,568
2465,1,0,1,81,168
2465,2,0,1,290,582
2466,1,0,0,33,60
2466,2,0,0,136,366
2466,1,0,1,52,133
2466,2,0,1,141,347
2467,1,0,0,228,520
2467,2,0,0,1036,2635
2467,1,0,1,392,908
2467,2,0,1,1302,2950
2468,1,0,0,10,19
2468,2,0,0,53,102
2468,1,0,1,22,46
2468,2,0,1,54,86
2469,1,0,0,23,43
2469,2,0,0,106,237
2469,1,0,1,51,91
2469,2,0,1,133,272
2470,1,0,0,22,37
2470,2,0,0,57,112
2470,1,0,1,20,47
2470,2,0,1,65,114
2471,1,0,0,33,94
2471,2,0,0,257,597
2471,1,0,1,39,117
2471,2,0,1,194,464
2472,1,0,0,180,378
2472,2,0,0,735,1806
2472,1,0,1,329,681
2472,2,0,1,698,1570
2473,1,0,0,29,62
2473,2,0,0,175,352
2473,1,0,1,62,143
2473,2,0,1,170,359
2474,1,0,0,204,457
2474,2,0,0,832,1813
2474,1,0,1,371,741
2474,2,0,1,995,1990
2475,1,0,0,8,28
2475,2,0,0,85,217
2475,1,0,1,17,35
2475,2,0,1,89,217
2476,1,0,0,6,12
2476,2,0,0,38,82
2476,1,0,1,11,19
2476,2,0,1,38,79
2477,1,0,0,13,31
2477,2,0,0,87,171
2477,1,0,1,24,41
2477,2,0,1,120,254
2478,1,0,0,35,97
2478,2,0,0,141,626
2478,1,0,1,48,171
2478,2,0,1,178,609
2479,1,0,0,50,94
2479,2,0,0,171,374
2479,1,0,1,70,135
2479,2,0,1,200,387
2480,1,0,0,28,78
2480,2,0,0,200,538
2480,1,0,1,65,156
2480,2,0,1,197,438
2481,1,0,0,361,625
2481,2,0,0,868,1520
2481,1,0,1,564,979
2481,2,0,1,770,1289
2482,1,0,0,11,23
2482,2,0,0,107,185
2482,1,0,1,25,44
2482,2,0,1,161,220
2483,1,0,0,29,64
2483,2,0,0,168,382
2483,1,0,1,45,120
2483,2,0,1,207,460
2484,1,0,0,34,57
2484,2,0,0,124,238
2484,1,0,1,43,69
2484,2,0,1,117,215
2485,1,0,0,4,36
2485,2,0,0,27,261
2485,1,0,1,5,58
2485,2,0,1,31,251
2486,1,0,0,157,325
2486,2,0,0,707,1583
2486,1,0,1,268,517
2486,2,0,1,801,1741
2487,1,0,0,29,57
2487,2,0,0,138,281
2487,1,0,1,60,99
2487,2,0,1,117,233
2488,1,0,0,10,21
2488,2,0,0,60,152
2488,1,0,1,20,40
2488,2,0,1,66,164
2489,1,0,0,10,20
2489,2,0,0,43,105
2489,1,0,1,9,23
2489,2,0,1,47,126
2490,1,0,0,21,36
2490,2,0,0,119,216
2490,1,0,1,44,70
2490,2,0,1,115,201
2491,1,0,0,202,432
2491,2,0,0,1020,2145
2491,1,0,1,377,750
2491,2,0,1,1196,2338
2492,1,0,0,110,199
2492,2,0,0,480,927
2492,1,0,1,188,349
2492,2,0,1,513,1003
2493,1,0,0,53,80
2493,2,0,0,375,701
2493,1,0,1,88,150
2493,2,0,1,420,764
2494,1,0,0,31,61
2494,2,0,0,162,399
2494,1,0,1,82,140
2494,2,0,1,156,350
2495,1,0,0,39,72
2495,2,0,0,132,258
2495,1,0,1,59,101
2495,2,0,1,110,249
2496,1,0,0,64,155
2496,2,0,0,309,741
2496,1,0,1,148,304
2496,2,0,1,356,797
2497,1,0,0,10,18
2497,2,0,0,15,45
2497,1,0,1,5,9
2497,2,0,1,11,45
2498,1,0,0,66,146
2498,2,0,0,423,980
2498,1,0,1,139,295
2498,2,0,1,473,983
2499,1,0,0,152,307
2499,2,0,0,816,1674
2499,1,0,1,265,516
2499,2,0,1,867,1621
2500,1,0,0,85,183
2500,2,0,0,417,1037
2500,1,0,1,156,332
2500,2,0,1,463,987
2501,1,0,0,25,58
2501,2,0,0,341,662
2501,1,0,1,113,187
2501,2,0,1,387,700
2502,1,0,0,40,83
2502,2,0,0,230,341
2502,1,0,1,39,82
2502,2,0,1,180,314
2503,1,0,0,65,126
2503,2,0,0,198,432
2503,1,0,1,72,152
2503,2,0,1,241,484
2504,1,0,0,82,154
2504,2,0,0,275,550
2504,1,0,1,113,189
2504,2,0,1,401,679
2505,1,0,0,61,124
2505,2,0,0,145,347
2505,1,0,1,89,166
2505,2,0,1,113,241
2506,1,0,0,126,251
2506,2,0,0,613,1244
2506,1,0,1,132,293
2506,2,0,1,635,1264
2507,1,0,0,47,100
2507,2,0,0,85,161
2507,1,0,1,56,126
2507,2,0,1,85,173
2508,1,0,0,14,21
2508,2,0,0,44,97
2508,1,0,1,25,54
2508,2,0,1,56,84
2509,1,0,0,78,97
2509,2,0,0,351,500
2509,1,0,1,124,171
2509,2,0,1,420,552
2510,1,0,0,78,186
2510,2,0,0,58,238
2510,1,0,1,132,239
2510,2,0,1,74,103
2511,1,0,0,75,167
2511,2,0,0,517,1227
2511,1,0,1,164,366
2511,2,0,1,608,1297
2512,1,0,0,234,438
2512,2,0,0,1115,2303
2512,1,0,1,313,652
2512,2,0,1,993,1932
2513,1,0,0,26,73
2513,2,0,0,170,379
2513,1,0,1,46,109
2513,2,0,1,150,349
2514,1,0,0,43,92
2514,2,0,0,59,134
2514,1,0,1,57,103
2514,2,0,1,68,154
2515,1,0,0,23,39
2515,2,0,0,81,143
2515,1,0,1,30,52
2515,2,0,1,66,120
2516,1,0,0,118,214
2516,2,0,0,447,828
2516,1,0,1,226,396
2516,2,0,1,455,769
2517,1,0,0,3,18
2517,2,0,0,24,69
2517,1,0,1,8,19
2517,2,0,1,18,39
2518,1,0,0,194,303
2518,2,0,0,866,1398
2518,1,0,1,354,568
2518,2,0,1,892,1504
2519,1,0,0,20,57
2519,2,0,0,117,314
2519,1,0,1,24,88
2519,2,0,1,104,254
2520,1,0,0,60,131
2520,2,0,0,184,390
2520,1,0,1,59,122
2520,2,0,1,159,410
2521,1,0,0,127,314
2521,2,0,0,772,1630
2521,1,0,1,249,524
2521,2,0,1,959,1784
2522,1,0,0,45,89
2522,2,0,0,315,695
2522,1,0,1,102,217
2522,2,0,1,407,821
2523,1,0,0,31,111
2523,2,0,0,99,442
2523,1,0,1,40,181
2523,2,0,1,91,415
2524,1,0,0,73,152
2524,2,0,0,272,570
2524,1,0,1,90,154
2524,2,0,1,289,559
2525,1,0,0,51,111
2525,2,0,0,352,818
2525,1,0,1,113,228
2525,2,0,1,402,903
2526,1,0,0,11,21
2526,2,0,0,92,189
2526,1,0,1,25,55
2526,2,0,1,101,188
2527,1,0,0,5,13
2527,2,0,0,50,124
2527,1,0,1,9,20
2527,2,0,1,67,150
2528,1,0,0,146,343
2528,2,0,0,1010,2390
2528,1,0,1,348,816
2528,2,0,1,1014,2358
2529,1,0,0,16,40
2529,2,0,0,105,234
2529,1,0,1,45,93
2529,2,0,1,79,195
2530,1,0,0,23,54
2530,2,0,0,208,384
2530,1,0,1,75,127
2530,2,0,1,227,397
2531,1,0,0,73,135
2531,2,0,0,419,925
2531,1,0,1,153,324
2531,2,0,1,460,939
2532,1,0,0,30,43
2532,2,0,0,507,786
2532,1,0,1,134,184
2532,2,0,1,573,884
2533,1,0,0,11,22
2533,2,0,0,81,153
2533,1,0,1,24,38
2533,2,0,1,70,145
2534,1,0,0,69,159
2534,2,0,0,242,583
2534,1,0,1,73,163
2534,2,0,1,231,489
2535,1,0,0,399,630
2535,2,0,0,1133,1900
2535,1,0,1,699,1094
2535,2,0,1,1149,1877
2536,1,0,0,20,37
2536,2,0,0,190,332
2536,1,0,1,56,98
2536,2,0,1,192,310
2537,1,0,0,10,25
2537,2,0,0,135,291
2537,1,0,1,34,73
2537,2,0,1,163,349
2538,1,0,0,29,79
2538,2,0,0,391,788
2538,1,0,1,97,192
2538,2,0,1,403,836
2539,1,0,0,291,472
2539,2,0,0,1411,2599
2539,1,0,1,528,901
2539,2,0,1,1751,2913
2540,1,0,0,18,52
2540,2,0,0,81,253
2540,1,0,1,31,95
2540,2,0,1,96,235
2541,1,0,0,63,130
2541,2,0,0,302,599
2541,1,0,1,111,213
2541,2,0,1,281,553
2542,1,0,0,63,123
2542,2,0,0,231,571
2542,1,0,1,109,233
2542,2,0,1,262,561
2543,1,0,0,18,49
2543,2,0,0,104,233
2543,1,0,1,36,75
2543,2,0,1,143,242
2544,1,0,0,29,53
2544,2,0,0,97,196
2544,1,0,1,30,56
2544,2,0,1,103,186
2545,1,0,0,62,107
2545,2,0,0,421,777
2545,1,0,1,158,268
2545,2,0,1,472,825
2546,1,0,0,22,44
2546,2,0,0,264,474
2546,1,0,1,63,121
2546,2,0,1,297,553
2547,1,0,0,81,197
2547,2,0,0,431,908
2547,1,0,1,140,283
2547,2,0,1,375,809
2548,1,0,0,166,333
2548,2,0,0,778,1544
2548,1,0,1,215,469
2548,2,0,1,849,1649
2549,1,0,0,187,430
2549,2,0,0,604,1510
2549,1,0,1,312,704
2549,2,0,1,683,1523
2550,1,0,0,16,33
2550,2,0,0,177,374
2550,1,0,1,35,83
2550,2,0,1,240,440
2551,1,0,0,47,114
2551,2,0,0,442,1007
2551,1,0,1,110,256
2551,2,0,1,547,1126
2552,1,0,0,52,86
2552,2,0,0,290,572
2552,1,0,1,112,173
2552,2,0,1,336,612
2553,1,0,0,464,786
2553,2,0,0,2160,3756
2553,1,0,1,724,1132
2553,2,0,1,1525,2700
2554,1,0,0,257,467
2554,2,0,0,870,1698
2554,1,0,1,467,859
2554,2,0,1,1218,2160
2555,1,0,0,51,97
2555,2,0,0,233,533
2555,1,0,1,68,129
2555,2,0,1,234,518
2556,1,0,0,4,12
2556,2,0,0,34,62
2556,1,0,1,14,26
2556,2,0,1,26,39
2557,1,0,0,41,88
2557,2,0,0,136,274
2557,1,0,1,51,103
2557,2,0,1,120,245
2558,1,0,0,88,176
2558,2,0,0,335,708
2558,1,0,1,138,274
2558,2,0,1,353,693
2559,1,0,0,146,271
2559,2,0,0,623,1266
2559,1,0,1,242,472
2559,2,0,1,754,1398
2560,1,0,0,13,22
2560,2,0,0,252,431
2560,1,0,1,55,96
2560,2,0,1,273,457
2561,1,0,0,69,140
2561,2,0,0,388,857
2561,1,0,1,152,319
2561,2,0,1,489,914
2562,1,0,0,14,36
2562,2,0,0,123,283
2562,1,0,1,36,74
2562,2,0,1,86,191
2563,1,0,0,123,274
2563,2,0,0,779,1505
2563,1,0,1,240,455
2563,2,0,1,1073,1874
2564,1,0,0,11,23
2564,2,0,0,50,151
2564,1,0,1,13,33
2564,2,0,1,29,67
2565,1,0,0,23,51
2565,2,0,0,167,362
2565,1,0,1,49,125
2565,2,0,1,188,353
2566,1,0,0,6,15
2566,2,0,0,31,64
2566,1,0,1,10,23
2566,2,0,1,27,51
2567,1,0,0,94,190
2567,2,0,0,590,1228
2567,1,0,1,218,426
2567,2,0,1,629,1288
2568,1,0,0,41,81
2568,2,0,0,315,689
2568,1,0,1,76,159
2568,2,0,1,431,871
2569,1,0,0,38,115
