Gene,Rep,Temp.hot,N.Correct,N.total,N.is.SD,N.is.SC
4600,1,1,183,183,1,0
4600,2,1,246,247,1,0
4600,1,1,229,230,0,1
4600,2,1,276,276,0,1
4601,1,1,496,497,1,0
4601,2,1,942,943,1,0
4601,1,1,1104,1106,0,1
4601,2,1,1164,1164,0,1
4602,1,1,106,106,1,0
4602,2,1,65,65,1,0
4602,1,1,65,75,0,1
4602,2,1,110,121,0,1
4603,1,1,65,66,1,0
4603,2,1,75,75,1,0
4603,1,1,133,133,0,1
4603,2,1,136,137,0,1
4604,1,1,75,77,1,0
4604,2,1,125,131,1,0
4604,1,1,57,57,0,1
4604,2,1,46,48,0,1
4605,1,1,97,97,1,0
4605,2,1,118,119,1,0
4605,1,1,290,300,0,1
4605,2,1,228,238,0,1
4606,1,1,308,308,1,0
4606,2,1,362,366,1,0
4606,1,1,390,408,0,1
4606,2,1,369,407,0,1
4607,1,1,665,666,1,0
4607,2,1,562,563,1,0
4607,1,1,436,436,0,1
4607,2,1,411,411,0,1
4608,1,1,199,199,1,0
4608,2,1,266,266,1,0
4608,1,1,459,460,0,1
4608,2,1,370,373,0,1
4609,1,1,522,526,1,0
4609,2,1,1033,1042,1,0
4609,1,1,1663,1689,0,1
4609,2,1,1695,1727,0,1
4610,1,1,1286,1286,1,0
4610,2,1,958,964,1,0
4610,1,1,438,457,0,1
4610,2,1,311,315,0,1
4611,1,1,20,20,1,0
4611,2,1,29,29,1,0
4611,1,1,47,49,0,1
4611,2,1,26,27,0,1
4612,1,1,28,28,1,0
4612,2,1,55,55,1,0
4612,1,1,81,81,0,1
4612,2,1,87,87,0,1
4613,1,1,220,220,1,0
4613,2,1,371,371,1,0
4613,1,1,423,425,0,1
4613,2,1,461,462,0,1
4614,1,1,68,68,1,0
4614,2,1,73,73,1,0
4614,1,1,105,113,0,1
4614,2,1,58,60,0,1
4615,1,1,169,169,1,0
4615,2,1,183,184,1,0
4615,1,1,296,296,0,1
4615,2,1,297,298,0,1
4616,1,1,28,30,1,0
4616,2,1,22,25,1,0
4616,1,1,15,15,0,1
4616,2,1,11,12,0,1
4617,1,1,511,528,1,0
4617,2,1,697,700,1,0
4617,1,1,738,747,0,1
4617,2,1,860,883,0,1
4618,1,1,324,327,1,0
4618,2,1,369,369,1,0
4618,1,1,371,378,0,1
4618,2,1,395,401,0,1
4619,1,1,107,113,1,0
4619,2,1,85,87,1,0
4619,1,1,136,137,0,1
4619,2,1,102,102,0,1
4620,1,1,255,255,1,0
4620,2,1,217,217,1,0
4620,1,1,113,114,0,1
4620,2,1,157,159,0,1
4621,1,1,46,46,1,0
4621,2,1,121,121,1,0
4621,1,1,197,203,0,1
4621,2,1,203,207,0,1
4622,1,1,423,425,1,0
4622,2,1,716,717,1,0
4622,1,1,776,779,0,1
4622,2,1,734,740,0,1
4623,1,1,82,82,1,0
4623,2,1,142,142,1,0
4623,1,1,217,217,0,1
4623,2,1,205,205,0,1
4624,1,1,284,284,1,0
4624,2,1,353,353,1,0
4624,1,1,104,105,0,1
4624,2,1,135,137,0,1
4625,1,1,175,175,1,0
4625,2,1,171,171,1,0
4625,1,1,87,98,0,1
4625,2,1,132,140,0,1
4626,1,1,110,110,1,0
4626,2,1,383,385,1,0
4626,1,1,386,410,0,1
4626,2,1,88,94,0,1
4627,1,1,18,18,1,0
4627,2,1,11,11,1,0
4627,1,1,29,29,0,1
4627,2,1,31,31,0,1
4628,1,1,259,272,1,0
4628,2,1,281,307,1,0
4628,1,1,454,466,0,1
4628,2,1,431,438,0,1
4629,1,1,53,53,1,0
4629,2,1,59,59,1,0
4629,1,1,109,109,0,1
4629,2,1,155,156,0,1
4630,1,1,92,92,1,0
4630,2,1,165,165,1,0
4630,1,1,275,325,0,1
4630,2,1,281,323,0,1
4631,1,1,165,165,1,0
4631,2,1,204,206,1,0
4631,1,1,349,349,0,1
4631,2,1,381,381,0,1
4632,1,1,205,207,1,0
4632,2,1,203,210,1,0
4632,1,1,474,515,0,1
4632,2,1,444,479,0,1
4633,1,1,109,109,1,0
4633,2,1,244,244,1,0
4633,1,1,242,242,0,1
4633,2,1,186,186,0,1
4634,1,1,410,410,1,0
4634,2,1,421,421,1,0
4634,1,1,316,332,0,1
4634,2,1,318,335,0,1
4635,1,1,30,30,1,0
4635,2,1,30,30,1,0
4635,1,1,115,115,0,1
4635,2,1,75,75,0,1
4636,1,1,38,38,1,0
4636,2,1,33,35,1,0
4636,1,1,81,84,0,1
4636,2,1,64,72,0,1
4637,1,1,41,41,1,0
4637,2,1,54,54,1,0
4637,1,1,138,138,0,1
4637,2,1,105,105,0,1
4638,1,1,67,67,1,0
4638,2,1,103,103,1,0
4638,1,1,172,174,0,1
4638,2,1,142,147,0,1
4639,1,1,94,94,1,0
4639,2,1,50,50,1,0
4639,1,1,19,19,0,1
4639,2,1,27,27,0,1
4640,1,1,129,129,1,0
4640,2,1,124,124,1,0
4640,1,1,142,142,0,1
4640,2,1,84,84,0,1
4641,1,1,12,12,1,0
4641,2,1,11,11,1,0
4641,1,1,35,35,0,1
4641,2,1,32,32,0,1
4642,1,1,32,33,1,0
4642,2,1,47,47,1,0
4642,1,1,67,67,0,1
4642,2,1,72,72,0,1
4643,1,1,1321,1321,1,0
4643,2,1,1557,1559,1,0
4643,1,1,810,830,0,1
4643,2,1,1080,1112,0,1
4644,1,1,158,158,1,0
4644,2,1,184,184,1,0
4644,1,1,181,183,0,1
4644,2,1,217,219,0,1
4645,1,1,30,30,1,0
4645,2,1,43,43,1,0
4645,1,1,65,67,0,1
4645,2,1,36,36,0,1
4646,1,1,31,32,1,0
4646,2,1,49,49,1,0
4646,1,1,257,257,0,1
4646,2,1,183,184,0,1
4647,1,1,1227,1258,1,0
4647,2,1,1280,1303,1,0
4647,1,1,1322,1337,0,1
4647,2,1,1580,1611,0,1
4648,1,1,198,198,1,0
4648,2,1,198,200,1,0
4648,1,1,427,427,0,1
4648,2,1,346,346,0,1
4649,1,1,207,207,1,0
4649,2,1,191,191,1,0
4649,1,1,114,115,0,1
4649,2,1,193,193,0,1
4650,1,1,717,717,1,0
4650,2,1,647,647,1,0
4650,1,1,546,547,0,1
4650,2,1,478,479,0,1
4651,1,1,29,31,1,0
4651,2,1,47,51,1,0
4651,1,1,36,36,0,1
4651,2,1,25,27,0,1
4652,1,1,165,166,1,0
4652,2,1,164,164,1,0
4652,1,1,161,161,0,1
4652,2,1,126,126,0,1
4653,1,1,38,38,1,0
4653,2,1,41,41,1,0
4653,1,1,25,27,0,1
4653,2,1,22,23,0,1
4654,1,1,58,62,1,0
4654,2,1,82,94,1,0
4654,1,1,41,41,0,1
4654,2,1,33,33,0,1
4655,1,1,295,295,1,0
4655,2,1,458,458,1,0
4655,1,1,518,519,0,1
4655,2,1,537,542,0,1
4656,1,1,127,127,1,0
4656,2,1,178,178,1,0
4656,1,1,245,255,0,1
4656,2,1,190,195,0,1
4657,1,1,69,70,1,0
4657,2,1,211,211,1,0
4657,1,1,171,235,0,1
4657,2,1,74,123,0,1
4658,1,1,224,226,1,0
4658,2,1,377,384,1,0
4658,1,1,366,368,0,1
4658,2,1,383,384,0,1
4659,1,1,200,201,1,0
4659,2,1,180,180,1,0
4659,1,1,225,225,0,1
4659,2,1,233,233,0,1
4660,1,1,47,52,1,0
4660,2,1,281,294,1,0
4660,1,1,497,523,0,1
4660,2,1,179,188,0,1
4661,1,1,111,112,1,0
4661,2,1,126,126,1,0
4661,1,1,156,185,0,1
4661,2,1,152,185,0,1
4662,1,1,51,51,1,0
4662,2,1,32,32,1,0
4662,1,1,47,47,0,1
4662,2,1,44,46,0,1
4663,1,1,165,169,1,0
4663,2,1,133,135,1,0
4663,1,1,83,83,0,1
4663,2,1,86,86,0,1
4664,1,1,224,224,1,0
4664,2,1,324,324,1,0
4664,1,1,428,432,0,1
4664,2,1,468,473,0,1
4665,1,1,167,167,1,0
4665,2,1,187,187,1,0
4665,1,1,322,323,0,1
4665,2,1,270,271,0,1
4666,1,1,417,425,1,0
4666,2,1,405,413,1,0
4666,1,1,349,349,0,1
4666,2,1,408,409,0,1
4667,1,1,457,457,1,0
4667,2,1,237,237,1,0
4667,1,1,846,857,0,1
4667,2,1,384,395,0,1
4668,1,1,102,102,1,0
4668,2,1,71,71,1,0
4668,1,1,87,87,0,1
4668,2,1,60,60,0,1
4669,1,1,114,114,1,0
4669,2,1,96,96,1,0
4669,1,1,87,87,0,1
4669,2,1,91,92,0,1
4670,1,1,101,101,1,0
4670,2,1,44,44,1,0
4670,1,1,39,39,0,1
4670,2,1,42,42,0,1
4671,1,1,32,32,1,0
4671,2,1,27,27,1,0
4671,1,1,77,77,0,1
4671,2,1,78,78,0,1
4672,1,1,114,114,1,0
4672,2,1,130,131,1,0
4672,1,1,166,167,0,1
4672,2,1,192,192,0,1
4673,1,1,38,38,1,0
4673,2,1,23,23,1,0
4673,1,1,34,34,0,1
4673,2,1,24,24,0,1
4674,1,1,30,30,1,0
4674,2,1,19,19,1,0
4674,1,1,82,93,0,1
4674,2,1,54,62,0,1
4675,1,1,142,154,1,0
4675,2,1,223,244,1,0
4675,1,1,319,329,0,1
4675,2,1,254,262,0,1
4676,1,1,154,159,1,0
4676,2,1,80,83,1,0
4676,1,1,389,390,0,1
4676,2,1,166,166,0,1
4677,1,1,129,131,1,0
4677,2,1,105,107,1,0
4677,1,1,80,81,0,1
4677,2,1,67,67,0,1
4678,1,1,148,148,1,0
4678,2,1,198,199,1,0
4678,1,1,195,195,0,1
4678,2,1,215,215,0,1
4679,1,1,99,100,1,0
4679,2,1,91,91,1,0
4679,1,1,90,90,0,1
4679,2,1,112,112,0,1
4680,1,1,40,40,1,0
4680,2,1,30,30,1,0
4680,1,1,13,13,0,1
4680,2,1,23,23,0,1
4681,1,1,152,162,1,0
4681,2,1,172,190,1,0
4681,1,1,241,254,0,1
4681,2,1,178,184,0,1
4682,1,1,566,567,1,0
4682,2,1,815,815,1,0
4682,1,1,829,935,0,1
4682,2,1,986,1084,0,1
4683,1,1,1496,1497,1,0
4683,2,1,1605,1605,1,0
4683,1,1,1009,1010,0,1
4683,2,1,857,859,0,1
4684,1,1,217,217,1,0
4684,2,1,304,304,1,0
4684,1,1,464,465,0,1
4684,2,1,457,459,0,1
4685,1,1,498,507,1,0
4685,2,1,218,224,1,0
4685,1,1,17,17,0,1
4685,2,1,20,21,0,1
4686,1,1,233,233,1,0
4686,2,1,258,258,1,0
4686,1,1,272,275,0,1
4686,2,1,261,266,0,1
4687,1,1,65,65,1,0
4687,2,1,111,111,1,0
4687,1,1,145,145,0,1
4687,2,1,142,142,0,1
4688,1,1,155,155,1,0
4688,2,1,289,289,1,0
4688,1,1,355,382,0,1
4688,2,1,330,348,0,1
4689,1,1,271,274,1,0
4689,2,1,235,238,1,0
4689,1,1,132,134,0,1
4689,2,1,130,133,0,1
4690,1,1,68,68,1,0
4690,2,1,76,77,1,0
4690,1,1,100,100,0,1
4690,2,1,142,142,0,1
4691,1,1,30,35,1,0
4691,2,1,41,48,1,0
4691,1,1,44,44,0,1
4691,2,1,52,52,0,1
4692,1,1,182,182,1,0
4692,2,1,207,207,1,0
4692,1,1,294,299,0,1
4692,2,1,291,297,0,1
4693,1,1,357,357,1,0
4693,2,1,559,560,1,0
4693,1,1,735,744,0,1
4693,2,1,650,665,0,1
4694,1,1,102,103,1,0
4694,2,1,217,217,1,0
4694,1,1,253,314,0,1
4694,2,1,281,347,0,1
4695,1,1,366,366,1,0
4695,2,1,309,309,1,0
4695,1,1,335,338,0,1
4695,2,1,298,298,0,1
4696,1,1,48,54,1,0
4696,2,1,51,66,1,0
4696,1,1,14,14,0,1
4696,2,1,65,65,0,1
4697,1,1,105,105,1,0
4697,2,1,79,79,1,0
4697,1,1,71,71,0,1
4697,2,1,131,131,0,1
4698,1,1,139,140,1,0
4698,2,1,98,98,1,0
4698,1,1,65,74,0,1
4698,2,1,87,94,0,1
4699,1,1,753,759,1,0
4699,2,1,706,713,1,0
4699,1,1,228,229,0,1
4699,2,1,239,239,0,1
4700,1,1,153,159,1,0
4700,2,1,76,80,1,0
4700,1,1,34,34,0,1
4700,2,1,47,47,0,1
4701,1,1,324,325,1,0
4701,2,1,228,228,1,0
4701,1,1,146,192,0,1
4701,2,1,150,184,0,1
4702,1,1,25,26,1,0
4702,2,1,26,27,1,0
4702,1,1,48,58,0,1
4702,2,1,30,38,0,1
4703,1,1,427,430,1,0
4703,2,1,450,452,1,0
4703,1,1,370,382,0,1
4703,2,1,426,444,0,1
4704,1,1,46,50,1,0
4704,2,1,29,29,1,0
4704,1,1,15,15,0,1
4704,2,1,30,30,0,1
4705,1,1,250,252,1,0
4705,2,1,332,339,1,0
4705,1,1,558,581,0,1
4705,2,1,555,575,0,1
4706,1,1,104,104,1,0
4706,2,1,192,192,1,0
4706,1,1,341,341,0,1
4706,2,1,354,355,0,1
4707,1,1,327,327,1,0
4707,2,1,392,393,1,0
4707,1,1,341,343,0,1
4707,2,1,363,365,0,1
4708,1,1,2826,2847,1,0
4708,2,1,2628,2645,1,0
4708,1,1,2506,2513,0,1
4708,2,1,2033,2040,0,1
4709,1,1,86,97,1,0
4709,2,1,59,69,1,0
4709,1,1,100,105,0,1
4709,2,1,84,90,0,1
4710,1,1,204,205,1,0
4710,2,1,313,313,1,0
4710,1,1,383,386,0,1
4710,2,1,356,361,0,1
4711,1,1,158,161,1,0
4711,2,1,267,270,1,0
4711,1,1,192,228,0,1
4711,2,1,199,234,0,1
4712,1,1,232,234,1,0
4712,2,1,289,296,1,0
4712,1,1,355,355,0,1
4712,2,1,366,367,0,1
4713,1,1,609,609,1,0
4713,2,1,724,724,1,0
4713,1,1,854,860,0,1
4713,2,1,799,802,0,1
4714,1,1,36,36,1,0
4714,2,1,42,42,1,0
4714,1,1,57,57,0,1
4714,2,1,40,40,0,1
4715,1,1,77,77,1,0
4715,2,1,97,98,1,0
4715,1,1,191,195,0,1
4715,2,1,118,122,0,1
4716,1,1,336,336,1,0
4716,2,1,383,384,1,0
4716,1,1,506,547,0,1
4716,2,1,523,563,0,1
4717,1,1,111,111,1,0
4717,2,1,119,121,1,0
4717,1,1,154,181,0,1
4717,2,1,125,130,0,1
4718,1,1,369,369,1,0
4718,2,1,510,510,1,0
4718,1,1,462,494,0,1
4718,2,1,421,448,0,1
4719,1,1,25,25,1,0
4719,2,1,30,31,1,0
4719,1,1,39,39,0,1
4719,2,1,53,53,0,1
4720,1,1,278,278,1,0
4720,2,1,133,134,1,0
4720,1,1,43,45,0,1
4720,2,1,52,54,0,1
4721,1,1,37,37,1,0
4721,2,1,56,56,1,0
4721,1,1,90,90,0,1
4721,2,1,89,89,0,1
4722,1,1,50,50,1,0
4722,2,1,49,49,1,0
4722,1,1,27,27,0,1
4722,2,1,49,49,0,1
4723,1,1,240,240,1,0
4723,2,1,380,383,1,0
4723,1,1,460,465,0,1
4723,2,1,467,471,0,1
4724,1,1,285,285,1,0
4724,2,1,233,233,1,0
4724,1,1,519,526,0,1
4724,2,1,539,556,0,1
4725,1,1,412,412,1,0
4725,2,1,559,560,1,0
4725,1,1,535,548,0,1
4725,2,1,601,615,0,1
4726,1,1,11,12,1,0
4726,2,1,38,38,1,0
4726,1,1,70,70,0,1
4726,2,1,64,64,0,1
4727,1,1,283,287,1,0
4727,2,1,413,414,1,0
4727,1,1,776,784,0,1
4727,2,1,680,680,0,1
4728,1,1,249,249,1,0
4728,2,1,465,465,1,0
4728,1,1,786,786,0,1
4728,2,1,655,659,0,1
4729,1,1,275,277,1,0
4729,2,1,340,341,1,0
4729,1,1,428,443,0,1
4729,2,1,396,410,0,1
4730,1,1,75,77,1,0
4730,2,1,154,163,1,0
4730,1,1,190,220,0,1
4730,2,1,223,243,0,1
4731,1,1,27,30,1,0
4731,2,1,32,33,1,0
4731,1,1,37,40,0,1
4731,2,1,36,39,0,1
4732,1,1,206,207,1,0
4732,2,1,191,194,1,0
4732,1,1,75,75,0,1
4732,2,1,98,98,0,1
4733,1,1,31,31,1,0
4733,2,1,36,36,1,0
4733,1,1,80,80,0,1
4733,2,1,83,83,0,1
4734,1,1,438,441,1,0
4734,2,1,554,560,1,0
4734,1,1,661,689,0,1
4734,2,1,632,649,0,1
4735,1,1,616,616,1,0
4735,2,1,770,770,1,0
4735,1,1,512,515,0,1
4735,2,1,586,590,0,1
4736,1,1,90,90,1,0
4736,2,1,58,58,1,0
4736,1,1,137,146,0,1
4736,2,1,151,165,0,1
4737,1,1,106,109,1,0
4737,2,1,117,120,1,0
4737,1,1,36,36,0,1
4737,2,1,39,39,0,1
4738,1,1,124,124,1,0
4738,2,1,149,149,1,0
4738,1,1,140,141,0,1
4738,2,1,169,170,0,1
4739,1,1,505,505,1,0
4739,2,1,583,584,1,0
4739,1,1,492,493,0,1
4739,2,1,506,508,0,1
4740,1,1,236,236,1,0
4740,2,1,180,180,1,0
4740,1,1,131,131,0,1
4740,2,1,169,169,0,1
4741,1,1,10,10,1,0
4741,2,1,30,30,1,0
4741,1,1,32,32,0,1
4741,2,1,29,29,0,1
4742,1,1,38,38,1,0
4742,2,1,116,119,1,0
4742,1,1,26,26,0,1
4742,2,1,26,26,0,1
4743,1,1,178,189,1,0
4743,2,1,183,186,1,0
4743,1,1,172,173,0,1
4743,2,1,201,209,0,1
4744,1,1,182,182,1,0
4744,2,1,183,183,1,0
4744,1,1,116,120,0,1
4744,2,1,107,109,0,1
4745,1,1,264,273,1,0
4745,2,1,335,339,1,0
4745,1,1,554,555,0,1
4745,2,1,394,396,0,1
4746,1,1,4760,4905,1,0
4746,2,1,10756,10801,1,0
4746,1,1,11898,11933,0,1
4746,2,1,13554,13597,0,1
4747,1,1,138,138,1,0
4747,2,1,92,92,1,0
4747,1,1,33,35,0,1
4747,2,1,47,48,0,1
4748,1,1,61,61,1,0
4748,2,1,71,71,1,0
4748,1,1,52,52,0,1
4748,2,1,63,63,0,1
4749,1,1,175,176,1,0
4749,2,1,127,129,1,0
4749,1,1,308,313,0,1
4749,2,1,346,353,0,1
4750,1,1,91,95,1,0
4750,2,1,26,29,1,0
4750,1,1,18,18,0,1
4750,2,1,10,10,0,1
4751,1,1,459,461,1,0
4751,2,1,373,374,1,0
4751,1,1,236,249,0,1
4751,2,1,164,175,0,1
4752,1,1,104,104,1,0
4752,2,1,74,75,1,0
4752,1,1,67,67,0,1
4752,2,1,71,71,0,1
4753,1,1,1877,1897,1,0
4753,2,1,2500,2553,1,0
4753,1,1,2168,2349,0,1
4753,2,1,1360,1525,0,1
4754,1,1,35,35,1,0
4754,2,1,44,44,1,0
4754,1,1,69,69,0,1
4754,2,1,62,62,0,1
4755,1,1,632,656,1,0
4755,2,1,828,864,1,0
4755,1,1,334,338,0,1
4755,2,1,292,305,0,1
4756,1,1,364,366,1,0
4756,2,1,472,472,1,0
4756,1,1,677,688,0,1
4756,2,1,666,677,0,1
4757,1,1,83,83,1,0
4757,2,1,130,130,1,0
4757,1,1,151,151,0,1
4757,2,1,184,184,0,1
4758,1,1,514,517,1,0
4758,2,1,601,609,1,0
4758,1,1,618,649,0,1
4758,2,1,551,596,0,1
4759,1,1,96,96,1,0
4759,2,1,122,122,1,0
4759,1,1,54,60,0,1
4759,2,1,43,46,0,1
4760,1,1,1016,1018,1,0
4760,2,1,881,885,1,0
4760,1,1,927,931,0,1
4760,2,1,740,750,0,1
4761,1,1,311,311,1,0
4761,2,1,179,179,1,0
4761,1,1,171,171,0,1
4761,2,1,254,255,0,1
4762,1,1,128,128,1,0
4762,2,1,154,154,1,0
4762,1,1,149,149,0,1
4762,2,1,144,144,0,1
4763,1,1,251,252,1,0
4763,2,1,201,201,1,0
4763,1,1,175,175,0,1
4763,2,1,224,224,0,1
4764,1,1,50,50,1,0
4764,2,1,64,65,1,0
4764,1,1,78,79,0,1
4764,2,1,70,72,0,1
4765,1,1,38,38,1,0
4765,2,1,42,42,1,0
4765,1,1,74,75,0,1
4765,2,1,85,90,0,1
4766,1,1,149,151,1,0
4766,2,1,293,293,1,0
4766,1,1,308,311,0,1
4766,2,1,289,296,0,1
4767,1,1,77,77,1,0
4767,2,1,124,124,1,0
4767,1,1,119,119,0,1
4767,2,1,125,125,0,1
4768,1,1,251,252,1,0
4768,2,1,400,400,1,0
4768,1,1,453,457,0,1
4768,2,1,388,396,0,1
4769,1,1,86,86,1,0
4769,2,1,178,179,1,0
4769,1,1,122,131,0,1
4769,2,1,58,63,0,1
4770,1,1,295,295,1,0
4770,2,1,389,392,1,0
4770,1,1,671,672,0,1
4770,2,1,621,621,0,1
4771,1,1,26,26,1,0
4771,2,1,29,29,1,0
4771,1,1,94,101,0,1
4771,2,1,54,54,0,1
4772,1,1,1701,1701,1,0
4772,2,1,1171,1172,1,0
4772,1,1,458,459,0,1
4772,2,1,673,674,0,1
4773,1,1,85,89,1,0
4773,2,1,96,99,1,0
4773,1,1,327,333,0,1
4773,2,1,342,370,0,1
4774,1,1,222,223,1,0
4774,2,1,609,609,1,0
4774,1,1,624,657,0,1
4774,2,1,454,478,0,1
4775,1,1,56,56,1,0
4775,2,1,62,62,1,0
4775,1,1,48,50,0,1
4775,2,1,56,57,0,1
4776,1,1,33,39,1,0
4776,2,1,35,41,1,0
4776,1,1,38,39,0,1
4776,2,1,15,16,0,1
4777,1,1,291,296,1,0
4777,2,1,395,404,1,0
4777,1,1,423,490,0,1
4777,2,1,460,541,0,1
4778,1,1,641,659,1,0
4778,2,1,857,870,1,0
4778,1,1,358,358,0,1
4778,2,1,462,464,0,1
4779,1,1,369,374,1,0
4779,2,1,423,432,1,0
4779,1,1,561,571,0,1
4779,2,1,578,589,0,1
4780,1,1,68,68,1,0
4780,2,1,93,94,1,0
4780,1,1,108,109,0,1
4780,2,1,67,69,0,1
4781,1,1,210,211,1,0
4781,2,1,323,323,1,0
4781,1,1,493,505,0,1
4781,2,1,441,451,0,1
4782,1,1,125,126,1,0
4782,2,1,123,123,1,0
4782,1,1,295,295,0,1
4782,2,1,334,334,0,1
4783,1,1,335,337,1,0
4783,2,1,507,507,1,0
4783,1,1,669,675,0,1
4783,2,1,661,661,0,1
4784,1,1,1113,1119,1,0
4784,2,1,730,733,1,0
4784,1,1,435,437,0,1
4784,2,1,600,603,0,1
4785,1,1,44,44,1,0
4785,2,1,26,26,1,0
4785,1,1,36,37,0,1
4785,2,1,18,22,0,1
4786,1,1,721,722,1,0
4786,2,1,718,721,1,0
4786,1,1,828,850,0,1
4786,2,1,737,775,0,1
4787,1,1,260,262,1,0
4787,2,1,353,354,1,0
4787,1,1,794,801,0,1
4787,2,1,675,679,0,1
4788,1,1,289,289,1,0
4788,2,1,375,375,1,0
4788,1,1,406,406,0,1
4788,2,1,398,398,0,1
4789,1,1,82,82,1,0
4789,2,1,105,105,1,0
4789,1,1,156,157,0,1
4789,2,1,147,149,0,1
4790,1,1,108,120,1,0
4790,2,1,98,126,1,0
4790,1,1,6,6,0,1
4790,2,1,46,46,0,1
4791,1,1,17,22,1,0
4791,2,1,19,22,1,0
4791,1,1,41,41,0,1
4791,2,1,31,31,0,1
4792,1,1,482,487,1,0
4792,2,1,611,614,1,0
4792,1,1,828,828,0,1
4792,2,1,665,665,0,1
4793,1,1,346,348,1,0
4793,2,1,656,658,1,0
4793,1,1,514,515,0,1
4793,2,1,623,627,0,1
4794,1,1,411,411,1,0
4794,2,1,285,285,1,0
4794,1,1,127,128,0,1
4794,2,1,169,169,0,1
4795,1,1,75,75,1,0
4795,2,1,107,107,1,0
4795,1,1,114,128,0,1
4795,2,1,121,135,0,1
4796,1,1,442,443,1,0
4796,2,1,591,593,1,0
4796,1,1,480,485,0,1
4796,2,1,471,475,0,1
4797,1,1,482,482,1,0
4797,2,1,496,496,1,0
4797,1,1,624,637,0,1
4797,2,1,596,604,0,1
4798,1,1,212,213,1,0
4798,2,1,394,394,1,0
4798,1,1,491,504,0,1
4798,2,1,424,439,0,1
4799,1,1,56,56,1,0
4799,2,1,47,47,1,0
4799,1,1,62,64,0,1
4799,2,1,59,60,0,1
4800,1,1,774,777,1,0
4800,2,1,970,971,1,0
4800,1,1,1060,1060,0,1
4800,2,1,910,912,0,1
4801,1,1,131,137,1,0
4801,2,1,95,98,1,0
4801,1,1,100,100,0,1
4801,2,1,80,80,0,1
4802,1,1,95,104,1,0
4802,2,1,71,78,1,0
4802,1,1,68,68,0,1
4802,2,1,78,79,0,1
4803,1,1,360,363,1,0
4803,2,1,549,552,1,0
4803,1,1,885,887,0,1
4803,2,1,826,829,0,1
4804,1,1,141,158,1,0
4804,2,1,271,330,1,0
4804,1,1,297,308,0,1
4804,2,1,253,261,0,1
4805,1,1,216,217,1,0
4805,2,1,182,182,1,0
4805,1,1,187,187,0,1
4805,2,1,208,209,0,1
4806,1,1,224,224,1,0
4806,2,1,256,256,1,0
4806,1,1,252,348,0,1
4806,2,1,244,347,0,1
4807,1,1,8,8,1,0
4807,2,1,24,24,1,0
4807,1,1,50,50,0,1
4807,2,1,35,35,0,1
4808,1,1,154,154,1,0
4808,2,1,219,219,1,0
4808,1,1,369,369,0,1
4808,2,1,407,409,0,1
4809,1,1,418,421,1,0
4809,2,1,257,257,1,0
4809,1,1,340,350,0,1
4809,2,1,276,277,0,1
4810,1,1,26,26,1,0
4810,2,1,25,25,1,0
4810,1,1,45,45,0,1
4810,2,1,42,42,0,1
4811,1,1,511,512,1,0
4811,2,1,603,609,1,0
4811,1,1,866,877,0,1
4811,2,1,722,736,0,1
4812,1,1,21,21,1,0
4812,2,1,16,16,1,0
4812,1,1,37,37,0,1
4812,2,1,43,43,0,1
4813,1,1,270,276,1,0
4813,2,1,291,293,1,0
4813,1,1,365,366,0,1
4813,2,1,233,233,0,1
4814,1,1,67,67,1,0
4814,2,1,59,59,1,0
4814,1,1,53,53,0,1
4814,2,1,32,32,0,1
4815,1,1,1018,1019,1,0
4815,2,1,838,841,1,0
4815,1,1,634,650,0,1
4815,2,1,498,511,0,1
4816,1,1,302,314,1,0
4816,2,1,240,256,1,0
4816,1,1,208,221,0,1
4816,2,1,228,241,0,1
4817,1,1,51,53,1,0
4817,2,1,82,90,1,0
4817,1,1,88,88,0,1
4817,2,1,66,66,0,1
4818,1,1,487,492,1,0
4818,2,1,755,760,1,0
4818,1,1,1121,1131,0,1
4818,2,1,1277,1288,0,1
4819,1,1,40,40,1,0
4819,2,1,36,36,1,0
4819,1,1,128,128,0,1
4819,2,1,84,84,0,1
4820,1,1,29,29,1,0
4820,2,1,23,23,1,0
4820,1,1,27,33,0,1
4820,2,1,15,16,0,1
4821,1,1,194,194,1,0
4821,2,1,79,79,1,0
4821,1,1,407,410,0,1
4821,2,1,233,238,0,1
4822,1,1,107,107,1,0
4822,2,1,96,96,1,0
4822,1,1,77,82,0,1
4822,2,1,92,94,0,1
4823,1,1,124,124,1,0
4823,2,1,78,78,1,0
4823,1,1,50,52,0,1
4823,2,1,34,36,0,1
4824,1,1,291,305,1,0
4824,2,1,406,413,1,0
4824,1,1,507,513,0,1
4824,2,1,496,507,0,1
4825,1,1,25,26,1,0
4825,2,1,62,64,1,0
4825,1,1,118,122,0,1
4825,2,1,138,139,0,1
4826,1,1,275,276,1,0
4826,2,1,239,239,1,0
4826,1,1,187,196,0,1
4826,2,1,168,175,0,1
4827,1,1,194,194,1,0
4827,2,1,342,342,1,0
4827,1,1,565,578,0,1
4827,2,1,552,560,0,1
4828,1,1,1460,1460,1,0
4828,2,1,1174,1175,1,0
4828,1,1,588,631,0,1
4828,2,1,869,930,0,1
4829,1,1,106,106,1,0
4829,2,1,274,275,1,0
4829,1,1,404,412,0,1
4829,2,1,410,412,0,1
4830,1,1,8036,8056,1,0
4830,2,1,17896,18063,1,0
4830,1,1,23522,23530,0,1
4830,2,1,25594,25622,0,1
4831,1,1,828,828,1,0
