Name,SCfxSDm_20_2015,SCfxSDm_20_2016,SCfxSDm_35_2015,SCfxSDm_35_2016,SDfxSCm_20_2015,SDfxSCm_20_2016,SDfxSCm_35_2015,SDfxSCm_35_2016,SD_20_2015,SD_20_2016,SD_35_2015,SD_35_2016,SCN_20_2015,SCN_20_2016,SCN_35_2015,SCN_35_2016
SD_As4_Contig24470,116,300,212,512,149,331,173,70,130,245,118,108,252,274,216,186
SD_As4_Contig23295,1,6,3,9,4,6,3,0,1,2,3,0,4,10,5,5
SD_As4_Contig17002,2,16,3,19,7,11,6,8,4,5,6,6,19,15,26,19
SD_As4_Contig18026,85,428,247,675,143,487,296,304,123,324,272,295,383,272,449,414
SD_As4_Contig2550cap,1,3,29,32,0,2,21,22,1,2,11,33,2,0,12,32
SD_As4_Contig77171,5,25,14,39,8,20,9,15,5,8,5,2,22,17,11,21
SD_As4_Contig36485,5,21,5,26,8,26,7,10,5,1,0,1,50,29,44,34
SD_As4_Contig5643,1032,1783,2322,4105,1279,1540,2336,722,904,1344,831,789,2031,2023,1316,1102
SD_As4_Contig12309,6,28,11,39,7,30,14,13,7,16,2,1,24,19,22,39
SD_As4_Contig8486,255,1221,583,1804,512,1321,636,890,477,1075,698,841,1259,992,979,999
SD_As4_Contig29034,8,14,7,21,8,17,5,4,5,8,2,11,9,11,12,4
SD_As4_Contig1675cap,43,431,124,555,135,546,235,366,132,461,221,361,453,282,457,443
SD_As4_Contig23086,29,297,110,407,97,371,132,220,102,323,202,283,298,180,298,274
SD_As4_Contig5864,164,833,392,1225,250,834,302,555,453,1011,608,454,571,387,375,420
SD_As4_Contig2440,132,810,378,1188,274,883,415,613,318,774,573,674,695,549,575,631
SD_As4_Contig330,115,447,219,666,119,410,160,201,168,299,211,199,361,363,284,239
SD_As4_Contig135cap,4,39,35,74,21,50,24,36,20,37,62,39,55,53,28,28
SD_As4_Contig13269,47,146,181,327,75,121,207,156,83,147,202,154,123,129,145,131
SD_As4_Contig10114,10,23,23,46,9,28,14,30,7,19,14,16,17,27,36,17
SD_As4_Contig130,124,971,455,1426,273,1400,478,632,227,656,440,623,962,821,1229,1033
SD_As4_Contig1442,101,520,230,750,180,546,321,414,138,490,260,342,455,383,426,422
SD_As4_Contig1253cap,190,942,434,1376,302,840,515,582,332,835,492,607,676,576,578,605
SD_As4_Contig88464,2,61,10,71,12,49,13,44,5,23,3,3,43,70,74,43
SD_As4_Contig39204,18,130,38,168,34,112,50,60,22,56,58,49,188,128,140,140
SD_As4_Contig5705,183,903,528,1431,389,1048,559,727,422,885,735,845,915,610,781,862
SD_As4_Contig7464,41,252,120,372,78,253,119,188,104,221,144,161,279,189,205,218
SD_As4_Contig1083,16,157,40,197,42,164,73,92,41,111,85,86,160,109,136,127
SD_As4_Contig3921,1052,3777,2706,6483,1237,3857,2328,2815,1863,3730,2553,2315,3721,3563,3344,2982
SD_As4_Contig30534,10,53,23,76,9,38,24,30,32,31,16,17,32,46,39,49
SD_As4_Contig42623,10,82,25,107,15,74,32,25,18,47,43,37,108,56,60,90
SD_As4_Contig22182,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,2
SD_As4_Contig506cap,16,201,62,263,53,239,81,109,35,119,60,105,219,144,189,213
SD_As4_Contig34006,1,1,4,5,2,6,4,6,2,5,6,14,5,4,9,8
SD_As4_Contig46200,0,3,2,5,2,3,3,0,0,0,1,0,9,3,10,4
SD_As4_Contig11585,17,156,44,200,60,190,62,105,52,141,51,94,133,108,157,135
SD_As4_Contig15787,69,175,142,317,73,167,115,84,85,133,134,115,169,121,134,158
SD_As4_Contig22016,121,774,323,1097,258,794,362,572,184,629,277,452,906,708,845,791
SD_As4_Contig5953,223,1815,455,2270,552,2310,698,1058,504,1554,778,1422,1778,1162,1628,1609
SD_As4_Contig12598,23,186,66,252,60,196,91,118,47,178,78,139,167,158,156,151
SD_As4_Contig13383,184,1117,414,1531,366,1329,473,747,257,726,429,598,1047,834,880,867
SD_As4_Contig17315,0,3,1,4,3,5,1,4,1,3,3,0,7,4,9,5
SD_As4_Contig14404,145,611,432,1043,174,545,388,337,127,358,306,309,404,283,315,450
SD_As4_Contig9958,51,196,113,309,85,170,127,169,76,213,147,158,202,174,178,145
SD_As4_Contig15204,0,5,2,7,1,4,2,2,2,1,1,4,5,0,3,4
SD_As4_Contig625,44,303,117,420,100,319,169,210,86,307,183,240,217,179,193,186
SD_As4_Contig580cap,249,1210,1269,2479,399,1063,955,853,340,1090,871,962,1223,823,947,1336
SD_As4_Contig9198,25,144,121,265,33,126,85,78,84,142,141,105,89,84,78,78
SD_As4_Contig2559,108,534,294,828,222,526,341,327,141,397,342,347,456,385,329,327
SD_As4_Contig18894,89,207,162,369,107,205,173,87,113,144,141,124,190,154,118,115
SD_As4_Contig2747,109,539,248,787,214,594,355,402,196,567,393,489,502,381,482,465
SD_As4_Contig37460,2,6,2,8,2,4,1,0,1,11,3,1,7,4,4,3
SD_As4_Contig12721,65,497,171,668,107,418,148,183,165,337,218,217,361,304,290,261
SD_As4_Contig12441,46,205,87,292,49,200,85,89,94,163,127,66,182,168,123,93
SD_As4_Contig24156,2,61,14,75,15,45,12,39,10,40,21,39,56,42,71,52
SD_As4_Contig11181,29,216,111,327,68,62,109,46,75,492,116,505,26,35,9,20
SD_As4_Contig23683,234,491,476,967,272,519,430,264,251,391,262,167,595,495,378,315
SD_As4_Contig33966,2,6,5,11,7,10,4,6,7,21,10,11,12,5,2,4
SD_As4_Contig41901,1,44,21,65,5,6,4,4,5,86,9,40,6,22,4,4
SD_As4_Contig36839,11,75,19,94,17,70,19,40,18,76,45,39,27,19,7,22
SD_As4_Contig6337,8,128,38,166,24,185,67,72,28,126,64,71,163,114,167,164
SD_As4_Contig22037,1,30,11,41,17,25,12,10,12,12,13,10,12,12,10,11
SD_As4_Contig2181cap,1,11,9,20,5,8,4,8,5,13,11,10,6,5,17,6
SD_As4_Contig2380,73,299,277,576,155,315,313,265,168,327,379,394,208,176,143,130
SD_As4_Contig959,62,276,168,444,102,256,178,184,104,192,239,176,191,139,154,131
SD_As4_Contig8185,13,65,32,97,18,59,38,60,8,43,37,39,53,57,63,57
SD_As4_Contig14228,15,307,47,354,70,313,112,177,66,273,88,241,257,152,218,268
SD_As4_Contig114375,1,2,4,6,0,4,4,4,6,8,13,2,4,2,3,1
SD_As4_Contig3040,143,1130,317,1447,315,1433,480,501,340,648,423,787,1112,557,1164,1051
SD_As4_Contig22654,71,226,134,360,111,206,130,76,153,315,184,193,155,143,119,94
SD_As4_Contig29667,12,47,38,85,21,55,27,19,14,39,22,32,30,21,51,19
SD_As4_Contig13791,0,5,2,7,2,4,2,1,0,3,2,4,5,3,2,4
SD_As4_Contig69197,1,14,2,16,1,13,4,3,8,8,11,2,2,13,11,13
SD_As4_Contig26800,123,260,305,565,218,220,275,134,173,303,196,114,255,264,182,181
SD_As4_Contig3828cap,2,6,0,6,2,7,0,0,2,5,0,3,1,4,1,1
SD_As4_Contig2270cap,4,10,4,14,0,12,3,5,2,9,10,7,7,6,6,5
SD_As4_Contig23257,3,7,11,18,4,7,6,9,7,5,7,6,15,9,4,8
SD_As4_Contig9362,25,215,96,311,62,186,89,152,45,157,118,120,188,153,134,141
SD_As4_Contig4861,630,1399,1544,2943,877,1089,1545,487,581,999,840,645,764,679,500,533
SD_As4_Contig47736,1,6,2,8,0,2,0,1,1,2,1,0,0,1,2,0
SD_As4_Contig19710,52,536,180,716,164,518,209,346,204,492,316,286,402,443,374,331
SD_As4_Contig939cap,177,1063,345,1408,389,1056,460,523,275,704,326,618,1048,667,1068,839
SD_As4_Contig7598,253,1107,554,1661,394,1254,654,462,350,733,520,874,1038,561,818,707
SD_As4_Contig19738,4,9,3,12,6,8,2,3,2,15,7,13,11,3,5,2
SD_As4_Contig14654,236,1624,595,2219,313,1386,409,580,539,881,578,475,1329,729,386,755
SD_As4_Contig10710,29,176,80,256,39,138,37,77,66,117,84,59,107,124,74,61
SD_As4_Contig25337,52,238,136,374,90,289,110,152,28,47,59,18,144,90,60,116
SD_As4_Contig4183,11,87,34,121,25,107,42,48,34,75,49,40,98,66,83,49
SD_As4_Contig1860,307,1218,788,2006,542,1383,866,882,517,1200,823,957,1132,859,962,960
SD_As4_Contig13613,26,286,68,354,82,261,110,186,68,222,86,147,256,232,223,202
SD_As4_Contig5766,474,1652,1084,2736,532,1663,1021,1254,1038,2058,1617,1407,1041,986,946,889
SD_As4_Contig4434,242,1495,651,2146,411,1583,659,748,556,1223,906,1106,1212,783,917,1004
SD_As4_Contig8578,64,791,163,954,164,946,259,358,154,460,265,526,618,391,539,516
SD_As4_Contig13987,407,1526,930,2456,598,1315,992,925,593,1130,971,929,1218,997,831,906
SD_As4_Contig8184,55,562,165,727,148,589,190,201,163,390,174,307,559,318,435,457
SD_As4_Contig2007,5,30,14,44,12,31,18,24,6,19,12,14,22,21,19,29
SD_As4_Contig72821,0,2,8,10,0,1,5,1,0,3,7,7,1,1,2,7
SD_As4_Contig33633,113,80,1675,1755,157,58,1688,156,103,270,340,183,241,238,793,584
SD_As4_Contig11066,50,368,104,472,97,412,133,126,124,267,96,158,317,227,274,218
SD_As4_Contig10040,43,310,82,392,75,336,110,159,68,219,105,210,243,154,248,251
SD_As4_Contig7878,54,147,119,266,130,113,147,63,184,523,334,176,135,109,78,86
SD_As4_Contig1084,235,1347,693,2040,485,1474,823,1114,517,1149,935,1092,1253,757,1165,1165
SD_As4_Contig4514,121,662,230,892,216,635,286,333,330,723,374,441,537,450,450,497
SD_As4_Contig22348,44,239,221,460,117,242,275,206,85,132,172,164,251,181,263,347
SD_As4_Contig36175,1,8,1,9,3,3,0,4,3,9,16,11,11,6,4,7
SD_As4_Contig11050,283,1344,663,2007,339,1183,616,794,476,1364,738,839,922,687,483,824
SD_As4_Contig5989,105,520,227,747,182,479,266,289,154,389,195,302,515,379,426,425
SD_As4_Contig6700,99,459,319,778,125,399,346,192,201,281,423,359,334,223,312,335
SD_As4_Contig18147,208,856,633,1489,299,450,549,406,338,473,594,383,396,346,279,304
SD_As4_Contig907cap,293,1770,667,2437,541,1744,797,984,673,1517,840,994,1518,1065,1257,1305
SD_As4_Contig8916,10,89,46,135,18,80,38,31,18,46,28,32,61,43,56,90
SD_As4_Contig43541,5,17,10,27,5,23,11,20,8,17,12,11,17,25,12,12
SD_As4_Contig9475,99,806,260,1066,284,999,415,556,282,844,362,577,792,552,703,651
SD_As4_Contig961cap,70,416,333,749,123,335,319,282,261,331,660,332,356,299,309,350
SD_As4_Contig14578,27,179,83,262,64,203,73,118,61,141,94,114,172,104,125,100
SD_As4_Contig7054,53,460,101,561,127,623,131,262,131,408,172,289,351,278,364,339
SD_As4_Contig9514,244,1178,535,1713,328,1044,608,514,455,1075,674,969,890,1020,822,527
SD_As4_Contig17451,20,410,99,509,113,423,150,265,87,344,123,261,433,255,422,419
SD_As4_Contig22392,134,840,326,1166,316,845,432,562,241,681,340,464,962,736,820,823
SD_As4_Contig20861,14,211,53,264,69,293,84,171,52,189,94,166,260,177,279,286
SD_As4_Contig5326,20,134,93,227,41,115,70,81,41,51,74,48,162,85,143,168
SD_As4_Contig1229,85,534,195,729,205,585,288,248,258,606,545,400,414,319,371,363
SD_As4_Contig3511,182,865,379,1244,302,1002,447,514,288,669,375,506,856,611,777,826
SD_As4_Contig8156,34,240,68,308,76,233,91,147,55,178,91,148,235,156,201,210
SD_As4_Contig9809,40,231,105,336,81,228,123,177,65,182,104,120,288,278,226,205
SD_As4_Contig12217,31,378,94,472,86,428,162,259,76,343,180,297,356,233,326,279
SD_As4_Contig8365,24,112,56,168,41,110,58,69,39,85,77,52,117,90,74,107
SD_As4_Contig16775,66,422,177,599,137,426,230,350,93,316,158,255,506,424,472,397
SD_As4_Contig5419,52,391,181,572,126,379,172,263,128,319,201,270,361,289,313,346
SD_As4_Contig1454,40,88,80,168,19,79,76,38,29,41,38,32,69,71,74,63
SD_As4_Contig32036,24,37,64,101,27,35,37,24,19,47,37,10,47,65,42,30
SD_As4_Contig7403,277,1667,886,2553,551,1876,973,1119,605,1363,1188,1360,1603,1120,1484,1519
SD_As4_Contig6218,111,420,245,665,184,444,340,379,152,376,285,289,411,318,334,296
SD_As4_Contig38609,15,88,22,110,25,93,34,51,44,98,51,29,72,61,33,61
SD_As4_Contig21395,22,115,115,230,30,125,100,132,56,107,136,103,93,108,109,106
SD_As4_Contig12992,96,526,820,1346,172,537,662,748,129,346,899,778,449,425,736,897
SD_As4_Contig2431,85,518,253,771,149,603,290,386,96,389,250,420,619,389,513,517
SD_As4_Contig7052,65,464,114,578,183,486,166,274,176,498,209,301,416,295,394,379
SD_As4_Contig3334,11,91,39,130,33,111,55,74,37,98,100,121,93,71,80,70
SD_As4_Contig56,150,1025,471,1496,357,1212,562,695,282,688,599,896,1320,817,1248,1217
SD_As4_Contig7470,369,1438,1054,2492,671,1510,1194,1173,425,1221,1076,1167,1718,1481,1668,1360
SD_As4_Contig14754,14,45,69,114,16,34,69,69,17,29,64,54,28,32,72,87
SD_As4_Contig15599,55,97,180,277,66,78,180,146,59,64,254,174,125,221,107,80
SD_As4_Contig57133,20,50,45,95,48,30,33,21,127,659,111,70,69,89,28,26
SD_As4_Contig5799,172,987,602,1589,281,1080,547,452,266,657,507,587,703,453,666,582
SD_As4_Contig6232,178,665,408,1073,230,669,391,404,328,605,433,420,516,531,592,427
SD_As4_Contig17430,178,977,1278,2255,276,1034,1124,1318,328,658,1703,1585,557,451,703,917
SD_As4_Contig11841,1,4,19,23,4,8,14,17,7,8,24,24,0,1,10,3
SD_As4_Contig13455,36,188,156,344,55,230,153,112,75,124,154,116,153,112,192,198
SD_As4_Contig10101,3,2,0,2,0,3,1,1,1,1,0,1,3,0,6,0
SD_As4_Contig24991,8,75,28,103,20,46,24,23,10,80,26,43,41,58,23,41
SD_As4_Contig2438cap,16,129,64,193,33,91,55,70,62,67,110,78,95,70,53,56
SD_As4_Contig6128,16,75,77,152,32,85,89,88,24,64,90,59,80,51,66,67
SD_As4_Contig22259,92,439,267,706,213,459,282,368,132,391,234,307,492,474,467,418
SD_As4_Contig639cap,7,57,27,84,25,44,31,54,23,53,35,42,37,64,49,41
SD_As4_Contig3093,74,445,185,630,148,390,156,297,186,401,262,271,318,276,257,231
SD_As4_Contig24091,47,196,217,413,64,211,161,272,151,159,240,171,224,176,199,272
SD_As4_Contig15332,1,3,0,3,1,1,0,0,0,2,0,0,0,0,1,0
SD_As4_Contig27959,133,851,185,1036,158,767,273,303,273,591,292,313,653,482,535,537
SD_As4_Contig3951,48,190,106,296,62,171,128,90,155,369,265,168,171,105,102,116
SD_As4_Contig221844,6,33,12,45,7,20,22,13,12,33,15,16,29,18,31,19
SD_As4_Contig18765,162,89,1103,1192,269,84,1026,915,91,62,745,626,116,57,579,1015
SD_As4_Contig1931,518,1592,1308,2900,788,1655,1282,1188,781,1544,1378,1170,1682,1622,1466,1175
SD_As4_Contig3557,39,219,53,272,45,220,64,85,62,87,50,87,210,121,227,205
SD_As4_Contig9266,117,750,248,998,306,733,396,561,204,619,274,378,816,712,745,690
SD_As4_Contig13071,99,636,182,818,206,759,231,283,189,493,265,397,546,352,548,500
SD_As4_Contig5176,187,787,604,1391,368,781,603,303,424,687,644,436,826,619,432,576
SD_As4_Contig267cap,30,80,173,253,43,76,81,44,122,205,125,99,56,34,31,27
SD_As4_Contig11532,43,280,90,370,114,271,123,227,74,179,120,110,316,232,240,309
SD_As4_Contig12824,98,733,301,1034,184,797,301,482,239,700,483,549,541,368,410,527
SD_As4_Contig2661,60,210,89,299,102,323,93,144,129,330,160,191,156,112,78,62
SD_As4_Contig17592,37,192,85,277,80,218,109,165,71,145,117,118,182,140,139,162
SD_As4_Contig5050,23,223,124,347,75,185,146,195,85,229,232,272,167,159,135,145
SD_As4_Contig11034,9,43,32,75,11,30,38,40,18,24,38,30,54,49,53,65
SD_As4_Contig922,203,1631,1924,3555,381,1879,2140,1814,388,1102,2512,3080,1457,938,2650,2681
SD_As4_Contig19611,3,18,22,40,4,47,6,12,47,2,14,5,7,11,4,4
SD_As4_Contig8957,71,512,190,702,165,457,220,326,195,362,223,319,320,294,261,276
SD_As4_Contig31314,35,197,68,265,41,158,56,42,89,152,76,60,149,95,64,43
SD_As4_Contig14929,17,52,17,69,20,68,14,17,18,70,26,31,42,36,20,19
SD_As4_Contig10919,0,0,0,0,0,3,1,1,1,0,0,3,1,0,4,0
SD_As4_Contig17128,60,468,209,677,151,515,296,346,130,346,318,404,480,328,479,452
SD_As4_Contig21740,1,4,0,4,2,1,0,0,0,1,0,2,1,4,1,1
SD_As4_Contig11728,41,509,96,605,141,557,174,342,126,391,153,283,485,364,465,547
SD_As4_Contig20810,11,229,45,274,54,309,80,157,35,148,70,157,269,149,272,301
SD_As4_Contig11770,63,324,175,499,157,324,229,227,170,352,272,272,287,265,257,222
SD_As4_Contig1165,291,1493,717,2210,497,1364,828,882,421,1116,723,855,1282,910,958,848
SD_As4_Contig18652,26,12,100,112,36,3,60,5,13,8,21,0,1,39,5,10
SD_As4_Contig14823,134,387,441,828,341,281,538,202,1145,4029,3206,974,368,504,201,198
SD_As4_Contig21039,74,340,164,504,82,259,114,150,131,186,145,130,360,274,289,192
SD_As4_Contig75981,2,10,9,19,2,8,3,5,5,7,2,10,16,7,11,13
SD_As4_Contig15049,15,174,35,209,38,139,64,68,33,108,46,92,148,93,123,96
SD_As4_Contig41216,15,19,30,49,22,8,46,20,15,24,23,3,30,44,36,22
SD_As4_Contig3272,57,547,139,686,127,560,220,366,114,517,232,355,551,391,522,515
SD_As4_Contig2127,1226,1041,4066,5107,1318,878,3372,1070,1168,1096,1767,1001,1427,1811,1771,1073
SD_As4_Contig31549,8,25,20,45,13,23,20,21,8,26,17,13,27,28,16,16
SD_As4_Contig12993,43,170,88,258,91,164,90,140,87,152,109,103,215,292,197,156
SD_As4_Contig20098,13,49,52,101,17,51,30,61,41,73,101,75,12,13,10,14
SD_As4_Contig25922,11,72,21,93,31,98,39,60,13,29,28,30,85,49,85,95
SD_As4_Contig21923,100,484,288,772,195,779,211,256,151,415,208,259,767,567,696,1161
SD_As4_Contig37651,4,20,5,25,3,22,13,13,10,26,12,14,19,9,5,16
SD_As4_Contig16218,69,257,77,334,68,216,70,73,94,174,100,70,159,163,92,48
SD_As4_Contig637,20,309,65,374,94,412,130,158,106,204,163,431,308,165,375,349
SD_As4_Contig5116,89,2139,364,2503,461,2678,709,1406,377,1584,736,1512,2653,1448,2477,2539
SD_As4_Contig5230,35,382,102,484,90,533,143,183,102,307,155,304,496,267,538,540
SD_As4_Contig47904,1,1,6,7,0,3,7,3,0,1,2,0,4,13,6,5
SD_As4_Contig25638,40,227,67,294,79,167,63,72,88,205,98,94,107,144,52,39
SD_As4_Contig3554,75,1149,289,1438,345,1603,590,912,338,1190,616,1126,1290,720,1427,1647
SD_As4_Contig12834,18,176,37,213,40,256,64,118,40,174,79,151,150,73,121,130
SD_As4_Contig643,1,15,2,17,3,15,6,1,5,14,7,3,8,15,3,4
SD_As4_Contig14140,30,301,71,372,70,327,90,194,62,255,107,173,327,255,343,323
SD_As4_Contig33442,0,18,8,26,7,9,4,5,9,17,15,13,18,12,3,2
SD_As4_Contig4891,59,375,144,519,152,380,211,267,148,418,294,328,323,280,244,241
SD_As4_Contig7199,54,277,139,416,101,272,153,127,205,331,245,204,182,251,159,154
SD_As4_Contig7065,399,2302,1014,3316,552,1524,1010,1377,751,1531,1306,1163,1267,1608,963,901
SD_As4_Contig867cap,110,631,349,980,248,752,414,573,215,605,398,474,842,588,734,710
SD_As4_Contig52659,26,115,29,144,16,109,35,41,21,46,22,26,177,130,114,110
SD_As4_Contig12398,115,638,301,939,265,638,372,481,189,529,353,487,613,454,605,548
SD_As4_Contig20620,26,143,47,190,39,159,45,31,60,98,95,76,106,104,60,54
SD_As4_Contig7949,139,1005,459,1464,332,1002,553,589,361,835,603,689,897,680,890,852
SD_As4_Contig5861,125,770,199,969,243,882,353,445,207,597,258,447,838,600,788,737
SD_As4_Contig18303,104,425,179,604,184,513,224,192,141,272,210,352,482,271,445,353
SD_As4_Contig14775,55,281,118,399,251,165,156,199,416,347,206,216,452,429,234,94
SD_As4_Contig16624,12,57,21,78,13,41,28,29,20,40,28,23,36,41,19,19
SD_As4_Contig13941,28,256,63,319,82,313,104,145,62,162,98,155,254,142,241,267
SD_As4_Contig45702,12,87,31,118,24,50,30,34,25,43,49,42,29,33,41,47
SD_As4_Contig9316,106,505,109,614,160,556,136,159,154,328,160,221,350,250,207,165
SD_As4_Contig21322,11,66,20,86,18,45,18,32,29,38,27,26,37,54,30,26
SD_As4_Contig8816,2,4,1,5,2,3,3,2,4,3,2,2,0,0,1,0
SD_As4_Contig38230,17,148,60,208,29,107,67,54,54,109,50,37,102,140,115,108
SD_As4_Contig5261,5,56,14,70,19,79,26,28,27,64,26,33,54,45,71,57
SD_As4_Contig92473,43,67,76,143,55,96,88,48,43,93,84,68,60,54,39,33
SD_As4_Contig7211,26,460,161,621,111,592,230,446,91,357,339,457,594,346,533,593
SD_As4_Contig89505,0,0,1,1,1,1,0,0,1,4,0,1,0,3,1,1
SD_As4_Contig3952,0,4,2,6,1,1,0,3,1,3,1,1,2,0,2,4
SD_As4_Contig11740,14,72,42,114,15,65,26,54,29,48,39,30,52,39,58,36
SD_As4_Contig3259,103,794,290,1084,205,825,413,480,209,681,367,536,732,530,833,666
SD_As4_Contig6467,144,1547,211,1758,182,1168,254,519,366,584,186,350,1230,749,722,726
SD_As4_Contig7515,130,1351,417,1768,362,1422,607,954,314,1014,582,835,1417,900,1214,1338
SD_As4_Contig27241,8,35,16,51,6,38,10,5,9,12,6,14,60,24,41,37
SD_As4_Contig23145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SD_As4_Contig9876,101,689,326,1015,175,748,454,443,164,464,355,539,712,417,633,630
SD_As4_Contig27788,83,293,204,497,135,269,218,197,90,154,204,172,270,288,184,161
SD_As4_Contig12219,15,235,45,280,75,286,80,209,54,243,90,227,219,166,179,219
SD_As4_Contig16128,42,393,76,469,100,455,126,183,102,327,115,278,403,233,269,337
SD_As4_Contig11847,150,769,452,1221,278,787,413,480,317,635,637,549,697,439,379,513
SD_As4_Contig22918,4,3,10,13,5,3,13,12,0,4,8,8,2,3,23,10
SD_As4_Contig4312,199,1223,480,1703,337,1005,452,401,426,1035,568,724,866,625,570,504
SD_As4_Contig25374,2,39,8,47,11,38,17,33,5,36,14,11,56,50,68,68
SD_As4_Contig24840,33,178,95,273,56,195,84,116,59,117,132,91,178,183,205,130
SD_As4_Contig45238,0,3,0,3,0,6,0,4,2,3,5,1,3,0,2,1
SD_As4_Contig16051,44,537,81,618,120,634,163,237,142,316,177,246,462,203,346,317
SD_As4_Contig5694,0,1,0,1,1,3,0,0,0,1,1,3,0,0,0,1
SD_As4_Contig43074,0,2,0,2,0,1,0,0,0,0,0,0,1,0,2,0
SD_As4_Contig13713,11,81,31,112,14,72,19,28,23,79,37,33,54,80,51,30
SD_As4_Contig10713,7,61,14,75,17,51,19,30,13,40,24,26,68,38,65,48
SD_As4_Contig14335,93,587,214,801,178,576,267,320,212,504,302,328,486,318,420,393
SD_As4_Contig5823,125,722,309,1031,247,810,403,542,224,638,496,637,602,431,599,643
SD_As4_Contig16038,21,115,57,172,32,88,54,45,48,98,87,85,61,40,44,42
SD_As4_Contig2768,1,36,12,48,14,48,14,40,8,35,17,31,58,25,45,53
SD_As4_Contig15180,19,378,159,537,170,514,188,92,124,302,166,282,396,293,571,843
SD_As4_Contig323,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
SD_As4_Contig3849,136,882,531,1413,311,990,610,532,213,562,354,558,918,588,811,893
SD_As4_Contig2277cap,6,41,17,58,8,38,15,12,6,12,15,14,40,35,38,29
SD_As4_Contig31761,20,89,42,131,19,66,49,64,28,63,84,61,46,47,45,44
SD_As4_Contig581cap,353,1071,672,1743,373,1135,597,1033,890,1647,1312,1037,409,446,397,367
SD_As4_Contig17563,69,648,200,848,227,676,264,500,189,561,211,409,718,536,706,688
SD_As4_Contig4683,296,1222,611,1833,315,1032,339,889,690,894,1045,499,727,678,308,366
SD_As4_Contig1549cap,100,120,194,314,126,134,251,86,64,118,204,135,83,124,140,91
SD_As4_Contig46543,11,54,43,97,11,50,34,59,21,54,47,46,60,53,100,70
SD_As4_Contig36399,11,43,12,55,16,52,14,21,14,29,7,13,33,41,55,40
SD_As4_Contig37734,23,80,33,113,25,55,47,60,2,5,7,4,67,64,51,42
SD_As4_Contig5742,117,722,435,1157,281,787,462,715,249,746,587,783,758,634,712,681
SD_As4_Contig8940,83,510,155,665,163,644,214,264,164,578,284,417,525,317,543,549
SD_As4_Contig20358,97,493,181,674,167,486,212,174,184,304,276,179,565,381,339,312
SD_As4_Contig57265,10,14,16,30,13,19,16,8,16,26,14,5,23,25,11,9
SD_As4_Contig53241,7,18,15,33,8,11,17,9,5,10,6,4,27,29,28,12
SD_As4_Contig50336,10,24,13,37,11,19,21,15,21,22,20,25,10,18,21,6
SD_As4_Contig2419,562,3242,1260,4502,1029,3084,1210,1972,1790,4810,2892,2281,2664,1775,1458,1670
SD_As4_Contig3701,42,217,104,321,71,217,81,158,94,185,111,105,210,203,189,179
SD_As4_Contig27629,4,12,0,12,1,15,2,20,1,3,2,4,1,0,0,0
SD_As4_Contig11690,0,5,2,7,0,2,0,0,0,1,1,0,0,1,0,0
SD_As4_Contig1605cap,17,350,50,400,73,331,151,258,104,346,130,282,298,177,321,255
SD_As4_Contig20515,1,53,10,63,6,70,18,15,20,35,109,57,12,271,8,24
SD_As4_Contig600cap,81,502,189,691,176,541,230,381,166,525,243,345,494,408,440,403
SD_As4_Contig48608,3,2,0,2,0,7,0,1,0,3,2,0,4,2,3,1
SD_As4_Contig29398,37,204,97,301,87,246,106,172,59,171,70,112,268,195,239,249
SD_As4_Contig30255,9,130,25,155,30,110,31,95,22,60,30,65,168,133,169,145
SD_As4_Contig982,259,1449,527,1976,405,1417,530,857,443,1052,675,801,962,820,759,821
SD_As4_Contig2891,72,620,1209,1829,152,777,1233,1699,192,627,1168,1122,455,250,1171,1686
SD_As4_Contig18716,14,95,20,115,34,70,40,27,41,85,32,40,82,79,64,54
SD_As4_Contig12833,12,73,45,118,30,89,42,55,27,99,42,74,54,43,40,58
SD_As4_Contig760cap_2,35,141,81,222,48,166,106,154,35,111,103,120,188,213,147,139
SD_As4_Contig17310,5,79,10,89,27,78,14,22,39,61,47,37,52,24,19,13
SD_As4_Contig12525,25,63,35,98,26,60,43,65,25,69,87,47,91,255,86,50
SD_As4_Contig17822,171,514,824,1338,234,398,712,634,254,551,862,620,243,254,469,487
SD_As4_Contig14868,28,241,109,350,43,202,98,154,81,164,142,169,168,81,130,161
SD_As4_Contig20068,2,21,5,26,9,30,2,5,10,30,3,14,11,6,19,17
SD_As4_Contig1822cap,114,399,250,649,142,309,237,228,136,360,159,198,178,197,264,225
SD_As4_Contig17309,128,451,568,1019,154,365,323,241,242,317,287,201,313,239,149,328
SD_As4_Contig30196,3,16,12,28,6,16,8,8,6,22,12,20,6,18,5,3
SD_As4_Contig5224,111,747,196,943,234,704,224,226,321,723,315,350,537,320,374,377
SD_As4_Contig17203,87,633,247,880,237,820,297,462,238,464,291,439,761,503,685,712
SD_As4_Contig82919,1,2,2,4,1,4,0,1,1,1,0,0,3,2,2,0
SD_As4_Contig1192,333,2428,768,3196,608,2846,1134,1462,731,1937,1282,1856,2150,1248,1809,1713
SD_As4_Contig19247,16,82,42,124,24,74,43,34,55,127,45,53,72,48,62,45
SD_As4_Contig8073,183,972,489,1461,311,931,496,397,370,795,560,627,741,608,575,628
