Name,SCfxSDm_20_2015,SCfxSDm_20_2016,SCfxSDm_35_2015,SCfxSDm_35_2016,SDfxSCm_20_2015,SDfxSCm_20_2016,SDfxSCm_35_2015,SDfxSCm_35_2016,SD_20_2015,SD_20_2016,SD_35_2015,SD_35_2016,SCN_20_2015,SCN_20_2016,SCN_35_2015,SCN_35_2016
SD_mtDNA_cox1,67879,239855,218131,457986,130293,321646,211129,227406,135429,229944,218982,173750,331888,294455,303652,340921
SD_mtDNA_nad2,23518,98160,61605,159765,34794,79598,46839,61576,48974,96555,63996,50493,69169,55195,48910,58143
SD_mtDNA_nad1,7756,29253,16370,45623,18632,43720,19706,27778,18350,34131,17705,14417,20990,17672,16755,18673
SD_mtDNA_cox2,31123,118872,92077,210949,44680,94338,66029,79657,29193,57095,44980,34741,91829,73752,59023,73175
SD_mtDNA_cytb,39983,141477,113566,255043,38011,86476,64983,70125,37734,66938,62576,47006,108520,92669,77460,91315
SD_mtDNA_nad4,22093,96398,61767,158165,18234,50306,25546,31729,23562,38729,28912,20115,70786,51959,51845,59809
SD_mtDNA_cox3,16264,56175,43694,99869,17031,41741,36361,50408,21202,37807,39945,30947,54075,52797,43918,44930
SD_mtDNA_nad5,22001,89942,60731,150673,24192,66089,41679,47819,27630,51765,39406,35828,61686,41103,49161,62098
SD_mtDNA_nad3,3435,11173,7353,18526,3434,7684,5664,8538,2577,5683,3616,3095,8993,7924,7380,7884
SD_mtDNA_nad6,7559,28124,21644,49768,6432,15610,10329,11792,8112,15054,11173,8689,21121,16651,15355,18120
SD_mtDNA_nd4L,3747,13350,10236,23586,4801,11663,8039,11410,5973,12336,7418,6461,9429,8933,7079,8522
SD_mtDNA_ATP8,24,69,51,120,26,55,140,101,30,76,48,41,25,19,76,91
SD_mtDNA_ATP6,23848,107000,62228,169228,34897,80365,51772,65524,34534,69127,53686,43039,83849,80586,60916,66764
SD_As4_Contig1235cap,1506,6158,3537,9695,1991,5780,3143,3816,2225,4862,3226,3723,5104,3320,3063,3360
SD_As4_Contig885cap,592,2044,1568,3612,806,1761,1487,819,775,1676,1160,1160,1527,1459,1442,1144
SD_As4_Contig6280,317,1336,2682,4018,459,1173,2370,2248,905,1536,5177,2881,900,1083,1878,1872
SD_As4_Contig15839,13,41,7,48,17,33,6,3,18,29,6,6,23,29,13,11
SD_As4_Contig2166cap,17,94,37,131,26,91,47,32,18,77,58,64,64,35,49,37
SD_As4_Contig6443,2,22,17,39,14,38,15,30,20,24,20,24,25,22,20,12
SD_As4_Contig4462,251,1494,510,2004,451,1781,734,1097,428,1095,684,1093,1717,1053,1536,1452
SD_As4_Contig3130,289,1589,780,2369,514,1600,900,718,441,1058,845,1012,1554,1075,1420,1244
SD_As4_Contig1844cap,156,931,409,1340,240,1070,467,543,325,755,520,685,760,614,761,730
SD_As4_Contig11358,132,744,375,1119,245,873,460,561,229,714,443,589,830,609,810,841
SD_As4_Contig1705cap,1697,6004,3659,9663,1966,6309,3430,1752,2144,4615,2637,4040,11524,6429,4901,8206
SD_As4_Contig1266,118,691,127,818,232,245,90,97,146,372,83,179,15,38,10,3
SD_As4_Contig3830cap,84,559,179,738,91,485,165,139,174,241,193,230,415,276,266,254
SD_As4_Contig12708,230,1219,512,1731,378,1324,572,651,491,1168,619,899,1300,1144,1298,1113
SD_As4_Contig13841,90,442,330,772,136,428,320,271,163,246,261,203,296,213,241,303
SD_As4_Contig20840,33,144,48,192,36,127,52,36,58,90,42,32,122,83,77,82
SD_As4_Contig12542,12,144,40,184,48,133,62,107,42,127,52,80,138,134,156,154
SD_As4_Contig614cap,363,1183,995,2178,614,1330,1162,870,520,1201,1108,1122,819,811,875,775
SD_As4_Contig4682,139,826,340,1166,270,999,409,450,240,744,450,625,617,497,694,601
SD_As4_Contig14451,176,761,397,1158,344,769,393,533,310,844,396,429,880,958,798,699
SD_As4_Contig10711,33,197,48,245,53,184,55,98,41,124,49,80,202,143,178,179
SD_As4_Contig10472,596,2886,1546,4432,958,2678,1773,1714,950,1981,1800,1719,2359,1912,1731,1853
SD_As4_Contig3535cap,159,532,323,855,252,459,375,193,123,227,195,230,578,413,651,537
SD_As4_Contig4907,31,157,65,222,43,118,75,124,44,102,85,79,131,167,77,88
SD_As4_Contig1778,636,3419,1600,5019,1331,2772,1860,2493,873,2467,1710,1735,2784,2764,2590,2196
SD_As4_Contig5485,361,1622,771,2393,544,1053,658,430,769,789,807,586,1395,642,513,700
SD_As4_Contig8852,175,753,515,1268,285,704,564,394,235,530,512,421,843,574,692,663
SD_As4_Contig3507,418,1907,1046,2953,814,2402,1258,1342,693,1934,1118,1648,1863,1357,1956,1589
SD_As4_Contig16789,109,282,333,615,179,203,339,174,216,582,316,188,103,58,36,121
SD_As4_Contig978cap,0,0,0,0,2,1,0,1,0,0,96,1,1,284,0,0
SD_As4_Contig943cap,1289,2018,3734,5752,1529,1685,3266,2121,1552,4018,3929,3073,4757,5305,4436,2821
SD_As4_Contig1485cap,45,157,145,302,107,211,123,189,115,257,198,135,240,182,176,167
SD_As4_Contig370,994,4143,2228,6371,1888,3835,2706,3355,1334,3688,2404,2359,3348,3146,3195,2916
SD_As4_Contig15957,96,532,110,642,78,382,123,359,534,2071,1370,345,1195,1664,786,601
SD_As4_Contig8327,1126,5477,3045,8522,1673,4299,2787,3723,1984,4093,3241,2437,3907,2803,2665,2731
SD_As4_Contig3928,73,690,207,897,191,595,292,473,96,601,299,475,619,445,526,501
SD_As4_Contig591cap,594,3020,1574,4594,967,2004,1288,1847,971,2382,1702,1532,1363,1350,1436,1448
SD_As4_Contig1765cap,40,286,23141,23427,188,274,18858,31703,94,271,43395,28231,245,258,11819,16986
SD_As4_Contig2185,189,909,550,1459,353,784,629,694,547,1607,1092,998,4,2,3,6
SD_As4_Contig4407,1714,7501,4301,11802,2547,6395,4279,3856,2820,5121,4268,3727,4336,4342,4088,3368
SD_As4_Contig2375,4719,21679,10756,32435,7123,19292,10121,14139,6903,13753,11723,10427,16350,13550,10743,12115
SD_As4_Contig452,941,2473,1616,4089,1708,2473,1858,1467,1352,3937,1780,1921,2448,2408,1953,1150
SD_As4_Contig1180cap,59,398,176,574,98,298,152,152,128,314,183,155,409,316,241,197
SD_As4_Contig14246,125,1055,380,1435,301,1071,471,780,406,883,627,699,977,783,895,833
SD_As4_Contig31257,2,30,12,42,5,36,11,27,1,18,10,12,76,41,52,66
SD_As4_Contig28342,47,190,88,278,63,173,127,170,46,181,197,209,108,147,132,106
SD_As4_Contig1820cap,9847,43642,26060,69702,18681,38200,30118,25428,13605,29675,20919,23214,35245,27065,30887,29993
SD_As4_Contig14793,930,3342,2425,5767,1192,3060,2076,2074,1376,2566,2075,1817,3118,3149,2718,2635
SD_As4_Contig3985,1393,6074,3710,9784,2205,5706,3678,4131,2253,4326,4119,3333,5260,4273,4116,4056
SD_As4_Contig605cap,1475,6761,3548,10309,3128,6006,4507,5550,2384,6127,3892,3952,5458,5253,4606,4077
SD_As4_Contig19755,18,54,30,84,14,44,26,27,61,93,77,48,1,6,6,2
SD_As4_Contig50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_As4_Contig4707,24,170,63,233,32,203,65,85,72,243,97,102,41,56,27,28
SD_As4_Contig3218,1066,1946,2880,4826,1424,2164,3137,1156,785,1835,1323,1469,2058,1552,2208,1891
SD_As4_Contig4650,248,1707,602,2309,463,1612,717,654,398,878,600,754,1547,868,1053,1227
SD_As4_Contig1526,291,1655,563,2218,451,1947,712,752,493,1171,623,1231,1325,980,1432,1287
SD_As4_Contig9987,207,930,486,1416,371,961,648,635,304,754,507,646,922,737,928,851
SD_As4_Contig12413,161,969,508,1477,380,1115,561,720,321,864,593,781,1132,889,968,903
SD_As4_Contig13387,25,165,68,233,62,179,66,125,55,137,69,87,156,197,161,158
SD_As4_Contig4661,727,6210,1794,8004,1436,6060,1882,3068,2066,3590,2513,2904,5721,2754,2484,4278
SD_As4_Contig8805,139,689,335,1024,278,773,458,452,189,622,401,550,786,582,723,641
SD_As4_Contig401,10161,41477,25397,66874,12184,32922,20681,23751,10575,26656,18517,16954,20346,19128,16105,16474
SD_As4_Contig42081,14,46,31,77,8,28,17,12,15,29,13,15,35,20,11,24
SD_As4_Contig11200,81,540,260,800,186,494,270,355,187,524,324,418,470,486,467,478
SD_As4_Contig15190,496,2497,1173,3670,998,2281,1494,1932,624,2004,1102,1286,2713,2054,2202,2021
SD_As4_Contig23656,54,328,149,477,123,452,172,232,108,222,98,116,583,332,386,383
SD_As4_Contig13505,84,321,181,502,112,344,211,115,198,358,188,153,320,224,302,297
SD_As4_Contig4786,54,863,183,1046,194,1268,360,605,108,554,291,618,1275,676,1277,1644
SD_As4_Contig1404cap,56,397,158,555,109,475,203,255,119,333,186,229,385,247,318,345
SD_As4_Contig1937,526,2701,946,3647,806,3577,1246,1267,983,1990,1179,2320,2371,1617,2445,1938
SD_As4_Contig2560cap,308,233,463,696,486,35,603,31,71,48,81,44,25,165,39,39
SD_As4_Contig877cap,102,358,173,531,158,251,217,63,87,217,126,147,221,129,128,144
SD_As4_Contig2201,1035,4727,3152,7879,1709,4618,3284,3466,1703,3278,3012,2893,4620,3439,4287,4201
SD_As4_Contig38cap,458,1114,1341,2455,722,1141,1476,731,625,1212,1277,1049,1147,1026,1096,954
SD_As4_Contig230cap,98,487,196,683,141,450,184,184,193,290,271,195,394,383,214,226
SD_As4_Contig238,695,2606,1778,4384,1100,2368,1821,1704,1079,2225,1609,1529,2596,2200,2091,1908
SD_As4_Contig18333,276,599,585,1184,425,620,577,591,440,1073,659,694,913,1131,689,409
SD_As4_Contig4030,22,159,74,233,43,163,65,91,61,130,98,123,95,58,63,68
SD_As4_Contig2778,210,1043,354,1397,282,1259,357,414,352,759,388,605,831,617,709,613
SD_As4_Contig8423,296,1951,899,2850,683,1932,1143,1136,461,1671,905,1620,1549,1163,1646,1549
SD_As4_Contig6607,177,899,362,1261,289,799,323,261,297,491,351,354,736,572,444,447
SD_As4_Contig10886,84,801,210,1011,182,962,272,446,210,589,321,544,745,517,720,704
SD_As4_Contig3107cap,528,1849,1362,3211,871,2342,1551,1282,991,1730,1158,1680,1805,1279,1767,1714
SD_As4_Contig425,823,4465,2359,6824,1366,4330,2028,3330,1392,3145,2647,2563,3084,2363,1898,2560
SD_As4_Contig600,28309,150068,80644,230712,47700,108597,86333,77500,35191,64185,69607,55831,70401,82189,74435,56995
SD_As4_Contig14762,144,839,309,1148,199,758,275,374,359,583,498,393,509,474,347,325
SD_As4_Contig16240,400,500,269,769,426,582,233,109,285,341,145,240,395,304,317,91
SD_As4_Contig1690cap,132,845,296,1141,261,857,368,541,297,776,520,567,452,360,412,401
SD_As4_Contig46909,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SD_As4_Contig3049cap,511,2373,1255,3628,795,2037,1293,1246,870,1626,1306,1319,1877,1297,1258,1374
SD_As4_Contig429_2,183,849,536,1385,308,708,550,501,364,861,608,665,523,402,404,448
SD_As4_Contig813,39,165,37,202,47,220,18,44,57,112,42,60,144,171,140,58
SD_As4_Contig12122,296,1182,732,1914,431,1478,785,692,408,831,582,800,1323,947,1310,1044
SD_As4_Contig2381cap,3,14,2,16,5,33,1,4,1,5,3,6,22,22,46,31
SD_As4_Contig4561,85,618,226,844,217,558,263,398,190,528,317,375,651,499,550,541
SD_As4_Contig510,129,1445,607,2052,394,1610,732,1017,323,1217,732,1160,1591,1044,1400,1473
SD_As4_Contig3821,475,2232,943,3175,707,2817,1137,934,704,1526,917,1425,2377,1546,2333,1855
SD_As4_Contig11456,986,3507,3646,7153,1940,3602,4174,4476,1255,2850,3573,3537,3669,2600,4099,4669
SD_As4_Contig2094cap,604,6465,1860,8325,1126,3571,2312,2281,948,1965,2430,2505,2383,2199,1777,2132
SD_As4_Contig7383,112,719,317,1036,192,650,330,320,214,356,355,386,429,339,418,362
SD_As4_Contig11154,169,799,444,1243,253,598,470,289,270,621,612,402,469,361,526,566
SD_As4_Contig6717,146,643,246,889,219,614,234,188,288,509,292,285,459,428,277,244
SD_As4_Contig10733,108,322,315,637,149,232,338,121,92,174,249,199,194,243,143,142
SD_As4_Contig177,645,4781,2243,7024,1360,3412,2141,2337,583,1128,1298,1243,2272,2000,2328,2668
SD_As4_Contig1656,121,648,313,961,213,547,246,461,253,639,315,372,651,505,488,460
SD_As4_Contig3163,492,3057,1110,4167,868,2773,1333,1823,864,1855,1554,1671,2107,1366,1417,1553
SD_As4_Contig597cap,109,686,296,982,223,688,378,469,228,543,319,480,698,502,626,574
SD_As4_Contig11907,4,20,11,31,31,128,31,60,27,116,33,93,7,7,11,6
SD_As4_Contig903,443,4026,1269,5295,917,3859,1417,2085,998,2075,1951,1983,2233,1224,1374,2148
SD_As4_Contig1575,287,1573,620,2193,513,2057,776,801,500,1210,820,1382,1626,933,1706,1405
SD_As4_Contig17650,42,306,89,395,83,342,90,119,100,204,116,149,284,187,187,201
SD_As4_Contig2743,190,1570,658,2228,486,1570,697,1165,214,800,403,703,2094,1719,1787,1988
SD_As4_Contig34cap,269,2063,631,2694,597,2400,948,947,463,1356,717,1288,2166,1246,1920,2149
SD_As4_Contig1841cap,20,164,65,229,34,172,75,120,27,96,73,78,142,149,157,162
SD_As4_Contig510cap,146,648,397,1045,283,585,407,463,254,604,357,397,575,527,573,541
SD_As4_Contig8998,100,782,486,1268,237,852,599,523,180,564,520,695,884,628,993,957
SD_As4_Contig7112,177,601,408,1009,284,558,392,412,358,747,513,433,509,606,424,372
SD_As4_Contig1415cap,1677,7006,3789,10795,2537,6339,3516,3177,2754,4354,3856,3891,4710,3319,3551,3819
SD_As4_Contig5726,542,1604,1216,2820,896,1575,1478,1062,839,1776,1079,1248,1743,1235,1430,1178
SD_As4_Contig8898,159,795,422,1217,329,949,468,562,279,757,396,658,810,658,755,701
SD_As4_Contig388,71,277,869,1146,116,258,705,1049,171,235,1175,848,213,232,729,741
SD_As4_Contig587cap,622,3938,1293,5231,837,3800,1312,2074,1251,2239,2022,2104,2058,1191,1105,1643
SD_As4_Contig10888,6,9,1,10,4,10,3,6,6,7,6,15,5,5,7,4
SD_As4_Contig1124cap,54,385,157,542,102,308,200,195,91,250,150,210,395,237,333,306
SD_As4_Contig4618,431,1804,1148,2952,812,2206,1267,1478,662,1536,1160,1249,1663,1185,1397,1453
SD_As4_Contig5921,101,522,144,666,129,501,114,117,166,303,107,132,357,335,249,215
SD_As4_Contig2505cap,10,40,14,54,13,33,15,18,3,14,9,14,53,34,38,51
SD_As4_Contig904cap,249,1267,501,1768,399,1227,445,504,453,916,601,589,1218,938,804,783
SD_As4_Contig418,541,2850,1237,4087,956,2987,1284,1515,1028,2314,1454,1801,2735,1972,2172,2080
SD_As4_Contig5271,369,1325,743,2068,419,1167,736,723,493,1183,746,949,1386,954,764,1024
SD_As4_Contig5842,52,651,154,805,152,861,226,446,170,616,233,540,586,445,601,640
SD_As4_Contig9594,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
SD_As4_Contig350cap,603,3889,1650,5539,1266,4520,2256,2650,1004,2832,1876,2989,3936,2500,3640,3281
SD_As4_Contig2189cap,191,792,498,1290,246,932,415,599,266,611,438,439,917,865,769,773
SD_As4_Contig3591,1671,8617,4435,13052,2699,7908,4682,6127,2555,4931,4318,4177,7518,5010,5040,6082
SD_As4_Contig9273,169,811,528,1339,359,957,593,706,443,960,632,652,790,638,767,703
SD_As4_Contig2049,170,1049,286,1335,225,922,274,227,404,655,367,342,672,522,350,353
SD_As4_Contig875cap,371,1391,893,2284,593,1349,956,747,648,1620,1229,962,1158,1290,1084,791
SD_As4_Contig6407,205,851,461,1312,317,828,630,560,221,620,507,602,736,696,739,602
SD_As4_Contig45341,39,269,116,385,65,182,99,139,93,124,132,111,321,219,143,206
SD_As4_Contig2581,944,4962,2201,7163,1542,4512,2563,2134,1464,3744,2060,2646,4238,3237,3845,3180
SD_As4_Contig9,568,10910,1916,12826,2582,13999,4284,9445,1864,8813,4444,7646,10148,6020,10444,11845
SD_As4_Contig8990,87,450,188,638,138,414,191,253,129,332,153,192,395,321,371,316
SD_As4_Contig10671,204,1080,527,1607,425,1195,692,785,346,906,640,774,1152,846,975,983
SD_As4_Contig16658,70,415,148,563,123,509,187,214,135,292,186,250,371,303,396,352
SD_As4_Contig1125cap,286,1308,719,2027,437,1453,901,680,570,1284,940,1024,1070,786,936,873
SD_As4_Contig1443cap,92,511,211,722,176,473,275,233,165,344,204,238,518,310,404,412
SD_As4_Contig14640,46,483,183,666,139,235,210,210,120,210,183,309,160,210,221,237
SD_As4_Contig1912,338,1144,767,1911,540,1256,720,774,919,1462,1613,929,761,736,660,299
SD_As4_Contig50cap,298,1123,457,1580,538,1446,457,639,463,753,414,894,1450,759,1207,718
SD_As4_Contig4502,213,1234,463,1697,480,1289,579,661,335,826,509,682,1157,748,920,1118
SD_As4_Contig983cap,231,1021,555,1576,362,1129,611,401,425,921,643,707,962,765,851,823
SD_As4_Contig9889,89,598,240,838,220,606,280,428,163,557,278,407,594,532,586,522
SD_As4_Contig14366,17,47,34,81,20,34,31,32,27,45,39,34,45,33,32,34
SD_As4_Contig5060,696,17090,3030,20120,3796,19224,5649,14049,2933,14314,5673,11986,19715,12454,19742,17545
SD_As4_Contig8667,200,913,481,1394,372,999,591,556,261,854,446,580,1095,839,1039,889
SD_As4_Contig3260cap,141,3644,663,4307,775,4106,1207,3104,368,1831,765,1777,4438,2385,4105,5002
SD_As4_Contig10605,329,1103,908,2011,361,1079,814,715,446,909,755,697,1234,1278,1161,957
SD_As4_Contig2662,60,69,190,259,89,82,187,105,46,199,138,114,109,189,208,99
SD_As4_Contig26065,29,172,45,217,47,114,72,42,56,84,42,49,122,56,38,55
SD_As4_Contig23991,0,2,1,3,0,2,0,1,1,1,1,1,2,1,1,1
SD_As4_Contig14604,898,4183,2784,6967,1481,3684,2607,3276,1960,3204,2762,2888,3591,2548,2200,2502
SD_As4_Contig310cap,2373,14561,6155,20716,4295,12955,7633,6476,4251,9728,8256,9728,10949,7185,8719,8489
SD_As4_Contig2661cap,1808,10449,4611,15060,3895,8749,5400,6737,3057,6200,5681,5537,9902,8381,8685,9372
SD_As4_Contig2011cap,5608,44461,12784,57245,5936,32461,10583,29515,14355,30088,25232,20316,30420,15761,10099,18113
SD_As4_Contig945cap,756,3032,1507,4539,1071,3042,1761,1460,1071,1991,1405,1829,3165,2066,2522,2421
SD_As4_Contig213cap,171,878,424,1302,306,910,491,509,363,837,657,681,681,581,641,580
SD_As4_Contig18351,30,160,102,262,48,153,90,132,52,117,114,113,123,76,94,126
SD_As4_Contig2609,596,3769,1597,5366,1234,4015,2066,1937,958,2644,1694,2753,3717,2682,3757,3425
SD_As4_Contig885,2741,15566,6477,22043,3727,13649,5732,10697,7020,12122,9662,7521,9155,4847,3584,6132
SD_As4_Contig11251,11,92,19,111,21,89,27,67,18,81,40,55,113,54,78,117
SD_As4_Contig9737,556,1155,1863,3018,737,1104,1549,800,695,734,1319,1156,1109,704,1029,1106
SD_As4_Contig2097,55,576,143,719,148,724,206,324,190,477,217,377,615,340,612,622
SD_As4_Contig5359,36,243,85,328,86,252,152,175,55,153,96,141,245,218,222,224
SD_As4_Contig1321,238,4584,896,5480,902,4765,1362,2739,751,2933,1395,2943,4804,3190,4772,4150
SD_As4_Contig6018,43,190,41,231,67,181,67,62,75,153,73,118,195,128,139,121
SD_As4_Contig1528,1093,1222,7989,9211,1808,983,7265,3289,1030,1485,5030,3590,1199,1238,2929,3291
SD_As4_Contig1903,662,2302,4328,6630,1368,2588,4644,5030,1226,2999,5905,4819,2094,1843,2988,3033
SD_As4_Contig13625,486,1882,914,2796,493,2132,754,737,691,1750,754,924,1540,1591,1639,1080
SD_As4_Contig14448,104,64,200,264,188,45,222,44,34,89,34,26,68,119,66,34
SD_As4_Contig738,467,2536,1041,3577,820,2634,1237,1126,710,1809,1132,1554,2619,1556,2002,1986
SD_As4_Contig932cap,133,275,118,393,151,642,98,127,112,328,81,313,142,303,459,83
SD_As4_Contig3729,298,1971,1085,3056,637,2305,1324,1448,533,1621,1275,1826,1945,1436,2274,2174
SD_As4_Contig4788,271,1425,472,1897,418,1638,466,490,612,830,596,865,1081,643,1086,852
SD_As4_Contig4982,2203,10023,5783,15806,2687,9750,5067,6615,4093,7941,6461,5934,8005,6075,6796,6959
SD_As4_Contig1797cap,697,3132,1542,4674,1123,2848,1806,2088,1156,1726,1582,1105,4231,2751,2404,2321
SD_As4_Contig11554,30,380,76,456,90,421,160,315,52,228,131,209,545,477,615,428
SD_As4_Contig7652,6,8,8,16,12,14,10,8,9,44,6,7,6,17,14,8
SD_As4_Contig2834,1137,5985,3088,9073,2046,5846,3283,3536,2211,4675,3441,3924,4346,2672,2854,3204
SD_As4_Contig19910,44,379,71,450,72,473,53,301,155,214,294,204,643,523,382,449
SD_As4_Contig218cap,734,8408,1939,10347,2010,9293,3489,5181,1842,5987,2761,5611,7005,5199,7117,6342
SD_As4_Contig842,4,33,14,47,13,53,20,44,43,98,447,59,21,874,24,12
SD_As4_Contig72524,3218,14369,8115,22484,6076,10765,10116,8517,4193,9200,7130,6470,10648,9482,9327,8339
SD_As4_Contig451,2071,13509,6005,19514,4573,11739,6473,9593,4847,10514,9496,9232,10768,7492,8084,8865
SD_As4_Contig1350cap,378,1553,872,2425,592,1753,1039,889,674,1393,1062,1399,1369,815,1065,1053
SD_As4_Contig1816,76,404,188,592,147,345,213,207,130,301,200,282,312,241,289,276
SD_As4_Contig10510,145,1150,381,1531,412,978,514,685,323,636,467,408,1473,962,1069,1063
SD_As4_Contig10184,198,1554,639,2193,488,1702,836,1015,440,1282,777,1131,1606,1082,1508,1439
SD_As4_Contig13127,170,470,763,1233,258,334,666,421,222,245,552,430,493,380,763,705
SD_As4_Contig695cap_2,107,917,312,1229,327,871,493,640,236,893,382,566,940,747,854,817
SD_As4_Contig6934,9,33,21,54,10,37,17,20,13,34,22,14,32,24,29,13
SD_As4_Contig538,3653,17713,10482,28195,5724,14669,10282,9941,5966,10818,10759,8410,8997,9407,8629,8332
SD_As4_Contig367cap,503,2804,1400,4204,960,2921,1613,1387,1099,2259,2008,2098,2478,1523,1919,2056
SD_As4_Contig3904,153,1021,489,1510,321,1051,614,635,296,878,670,909,1113,745,1004,1015
SD_As4_Contig1513cap,143,980,268,1248,328,973,441,643,292,882,407,607,949,645,940,835
SD_As4_Contig1073cap,258,1338,663,2001,466,1256,680,913,464,930,849,739,993,706,688,798
SD_As4_Contig393cap,142,690,382,1072,206,683,330,250,312,524,454,414,447,370,423,280
SD_As4_Contig4976,699,2453,3240,5693,1570,2868,3908,3969,782,2274,4889,3300,3558,2882,3749,4269
SD_As4_Contig365,220,1258,551,1809,421,1528,691,586,419,938,647,1111,1076,549,904,1007
SD_As4_Contig1029cap,113,1256,455,1711,380,1769,727,978,249,1050,727,1262,1416,791,1431,1653
SD_As4_Contig6284,232,1032,539,1571,427,920,689,630,443,923,707,660,895,813,726,701
SD_As4_Contig27349,18,53,31,84,11,66,17,31,27,79,34,44,32,47,40,22
SD_As4_Contig2537,540,2352,1351,3703,1024,1898,1551,1859,738,2039,1316,1270,1846,2012,1531,1256
SD_As4_Contig7624,125,802,283,1085,276,803,377,467,196,626,344,482,792,601,703,577
SD_As4_Contig3833cap,16,122,79,201,39,162,82,96,25,92,74,127,127,79,103,124
SD_As4_Contig4853,158,1073,432,1505,382,1117,641,778,278,983,566,872,1320,935,1213,1132
SD_As4_Contig2340cap,12,88,36,124,23,92,43,57,36,80,47,29,64,66,50,41
SD_As4_Contig1056cap,4056,24046,12623,36669,7040,17684,12400,13034,10751,21753,18669,16907,14460,12779,13986,12363
SD_As4_Contig8884,181,466,499,965,280,458,492,280,228,456,519,428,474,468,410,350
SD_As4_Contig3520,79,662,222,884,183,536,301,332,199,616,435,427,350,227,221,293
SD_As4_Contig6403,312,1621,766,2387,516,1695,763,875,522,1306,845,1029,1383,947,1212,1130
SD_As4_Contig1169cap,146,663,632,1295,334,636,645,796,225,522,465,463,779,601,728,828
SD_As4_Contig19763,93,496,227,723,162,450,266,292,142,390,263,339,518,488,532,460
SD_As4_Contig397,810,12712,2560,15272,2727,14132,4402,8116,2543,9915,4908,10120,11074,5965,10127,10789
SD_As4_Contig22875,14,40,30,70,13,43,36,29,14,25,20,29,30,35,33,49
SD_As4_Contig1205cap,46,312,110,422,109,423,128,172,135,271,185,248,281,149,260,240
SD_As4_Contig3578,58,638,200,838,176,725,302,412,164,452,244,356,760,533,771,691
SD_As4_Contig3576,318,1356,660,2016,478,1594,856,667,513,888,787,1191,1359,801,1304,1204
SD_As4_Contig27493,54,265,170,435,64,231,139,167,93,264,248,224,228,238,294,271
SD_As4_Contig3224,89,218,199,417,135,230,205,121,167,323,196,145,148,217,110,87
SD_As4_Contig22998,220,2145,510,2655,324,1445,667,1090,234,421,509,473,1941,1189,958,1329
SD_As4_Contig729cap,32,247,75,322,91,217,125,152,69,222,94,151,228,215,188,156
SD_As4_Contig12847,81,545,223,768,212,560,303,347,155,397,246,373,604,456,599,634
SD_As4_Contig632,730,3663,1675,5338,1295,3378,1996,2225,1253,2985,1893,1943,3217,2047,2259,2441
SD_As4_Contig435,347,1670,931,2601,561,1700,1015,796,549,1221,964,1161,1601,1147,1360,1413
SD_As4_Contig67100,0,0,3,3,1,4,2,0,3,0,1,2,3,14,2,3
SD_As4_Contig8271,41,226,87,313,76,204,99,144,91,163,114,110,230,211,214,183
SD_As4_Contig3002,208,778,432,1210,327,565,449,339,307,671,359,334,518,493,288,238
SD_As4_Contig18028,425,1580,1037,2617,811,1459,901,1181,559,1060,920,787,1460,1402,990,1145
SD_As4_Contig11213,96,527,254,781,116,467,206,226,143,362,220,234,364,379,344,334
SD_As4_Contig1493cap,0,4,2,6,217,2,5,0,0,2,389,145,4,1136,4,6
SD_As4_Contig70407_3,251,1448,59694,61142,1632,1892,53595,69812,740,1039,81723,65544,2370,1520,39087,50596
SD_As4_Contig1460,112,688,316,1004,189,693,335,320,215,448,301,408,755,529,549,581
SD_As4_Contig2476cap,972,2065,3055,5120,2033,1516,2937,2601,928,1019,2496,1816,2589,2620,2534,2429
SD_As4_Contig21613,155,792,377,1169,256,724,403,401,272,463,462,373,636,429,409,448
SD_As4_Contig2809cap,7,22,116,138,15,23,95,103,8,23,22,38,55,70,181,239
SD_As4_Contig1775cap,103,479,315,794,177,452,289,401,224,446,383,333,516,470,400,363
SD_As4_Contig3274,284,1572,915,2487,512,1888,1076,930,574,1378,1188,1503,1349,1109,1605,1214
SD_As4_Contig6138,243,842,624,1466,370,941,713,446,300,696,623,648,931,719,947,869
SD_As4_Contig6560,325,450,1035,1485,465,391,921,308,365,542,656,448,471,651,606,386
SD_As4_Contig21885,4,20,5,25,8,8,7,9,18,47,12,30,14,12,4,13
SD_As4_Contig4269,474,2111,1452,3563,645,2244,1539,1221,651,1532,1515,1671,2003,1371,1549,1504
SD_As4_Contig2527_2,260,1741,667,2408,598,1931,835,1142,483,1419,841,1171,1947,1438,1609,1542
SD_As4_Contig2727,884,5595,2040,7635,1701,5044,2352,2842,1708,4746,2589,3376,5303,4236,4126,3693
SD_As4_Contig560cap,91,659,301,960,222,743,366,327,220,515,420,520,619,455,613,569
SD_As4_Contig14612,185,771,417,1188,375,676,457,501,319,728,459,486,751,621,602,517
SD_As4_Contig1756cap,177,584,338,922,215,741,309,267,1040,783,795,539,4742,3149,2580,2691
SD_As4_Contig3329,63,604,218,822,183,693,284,423,171,570,317,443,611,387,577,599
SD_As4_Contig6076,269,1142,512,1654,587,1353,565,622,578,1117,383,538,991,848,838,565
SD_As4_Contig11041,40,145,122,267,54,140,119,124,77,124,144,133,165,151,161,130
